Time	glucose	fructose-6-phosphate	fructose-1,6-bisphosphate	glyceraldehyde 3-phosphate	1,2-bisphospho-D-glycerate	phosphoenolpyruvate	pyruvate	adenine monophosphate	lactate	glycerol-3-phosphate	dihydrohxyacetone-phosphate	oxaloacetate	aspartate	glutamate	oxoglutarate	malate	acetyl CoA	coenzyme A	isocitrate	citrate	adenine triphosphate	adenine diphosphate	NAD	NADH	NADP	NADPH	ubiquinone	ubiquinol	ferrocytochrome c	ferricytochrome c	pyruvate (mito)	carbon dioxide	coenzyme A (mito)	acetyl CoA (mito)	phosphate	fumarate	succinyl-CoA	succinate	guanosine triphosphate	guanosine diphosphate	slanine	aspartate (mito)	glutamate (mito)	water	electron transfer flavoprotein (reduced form)	electron transfer flavoprotein (oxidised form)	FADH2	FAD	oxoglutarate (mto)	malate (mito)	oxaloacetate (mito)	citrate (mito)	isocitrate (mito)	adenine triphosphate (mito)	adenine diphosphate (mito)	NADP+	NADPH (mito)	NAD+	NADH (mito)
804	0.0200118	0.0133288	0.000994643	0.0463861	0.00452286	3.99E-05	0.000155852	3.32E-06	0.0455787	0.00769637	0.00768863	6.86E-08	0.000999294	0.00317071	6.90E-07	0.000550855	3.00E-05	0.000272	9.13E-05	0.000703878	0.00935046	0.000175745	7.28E-05	0.00416391	0.0029495	0.00128719	0.0263824	0.0276176	9.84E-07	0.00310902	0.0018095	0.00216982	2.63E-10	0.0005961	0.00269955	9.08E-05	2.33E-10	0.00260659	0.00479648	0.000153518	0.00344433	0.000576247	0.00358942	0.00203298	0.00038636	0.00024364	7.67E-05	0.00100527	6.73E-07	0.000400746	1.08E-06	0.000197638	2.57E-05	8.92E-06	1.32E-05	0.00871572	0.00145628	0.0107903	2.97E-05
804.5	0.0200118	0.0133013	0.00085744	0.046641	0.00455978	3.61E-05	0.00013286	2.22E-06	0.0456307	0.00769638	0.00768862	6.85E-08	0.000999121	0.00317088	6.90E-07	0.000550989	3.00E-05	0.000272	9.13E-05	0.000703749	0.00938384	0.000143427	6.30E-05	0.0041737	0.0029492	0.00128749	0.0263823	0.0276177	9.84E-07	0.00310902	0.00181025	0.00216981	2.63E-10	0.0005961	0.00269919	9.08E-05	2.33E-10	0.00260607	0.00479648	0.000153517	0.00344433	0.000576134	0.00358953	0.00203335	0.000386361	0.000243639	7.67E-05	0.00100526	6.73E-07	0.000400666	1.08E-06	0.000197515	2.56E-05	8.95E-06	1.32E-05	0.00871496	0.00145704	0.0107903	2.97E-05
805	0.0200118	0.0134208	0.000659213	0.0467772	0.00461383	3.11E-05	9.93E-05	1.21E-06	0.0456226	0.00769638	0.00768862	6.85E-08	0.000998949	0.00317105	6.90E-07	0.000551122	3.00E-05	0.000272	9.13E-05	0.000703621	0.00942217	0.000106164	4.79E-05	0.00418877	0.00294891	0.00128778	0.0263823	0.0276177	9.84E-07	0.00310902	0.001811	0.00216981	2.63E-10	0.0005961	0.00269883	9.07E-05	2.33E-10	0.00260556	0.00479648	0.000153517	0.00344433	0.00057602	0.00358964	0.00203371	0.000386362	0.000243638	7.67E-05	0.00100526	6.72E-07	0.000400585	1.08E-06	0.000197392	2.56E-05	8.98E-06	1.31E-05	0.00871421	0.00145779	0.0107903	2.97E-05
805.5	0.0200118	0.013613	0.00048532	0.046784	0.00465073	2.88E-05	7.70E-05	9.18E-07	0.0455531	0.00769638	0.00768862	6.85E-08	0.000998776	0.00317122	6.90E-07	0.000551255	3.00E-05	0.000272	9.12E-05	0.000703492	0.00943575	9.30E-05	3.59E-05	0.00420081	0.00294862	0.00128807	0.0263822	0.0276178	9.84E-07	0.00310902	0.00181175	0.00216981	2.63E-10	0.0005961	0.00269847	9.07E-05	2.33E-10	0.00260505	0.00479648	0.000153517	0.00344434	0.000575907	0.00358976	0.00203407	0.000386362	0.000243638	7.67E-05	0.00100526	6.72E-07	0.000400505	1.08E-06	0.000197268	2.56E-05	9.01E-06	1.30E-05	0.00871345	0.00145855	0.0107903	2.97E-05
806	0.0200118	0.0138165	0.000371524	0.0466839	0.00466235	2.85E-05	7.04E-05	8.79E-07	0.0454559	0.00769638	0.00768862	6.85E-08	0.000998604	0.0031714	6.90E-07	0.000551388	3.00E-05	0.000272	9.12E-05	0.000703364	0.00943783	9.11E-05	3.16E-05	0.00420506	0.00294832	0.00128837	0.0263822	0.0276178	9.84E-07	0.00310902	0.0018125	0.00216981	2.63E-10	0.0005961	0.00269811	9.07E-05	2.33E-10	0.00260454	0.00479648	0.000153516	0.00344434	0.000575793	0.00358987	0.00203443	0.000386363	0.000243637	7.67E-05	0.00100525	6.71E-07	0.000400425	1.08E-06	0.000197145	2.56E-05	9.02E-06	1.28E-05	0.00871269	0.00145931	0.0107903	2.97E-05
806.5	0.0200118	0.0140201	0.000302388	0.0465056	0.00466465	2.85E-05	6.93E-05	8.81E-07	0.0453524	0.00769639	0.00768861	6.85E-08	0.000998431	0.00317157	6.90E-07	0.000551521	3.00E-05	0.000272	9.12E-05	0.000703235	0.00943781	9.12E-05	3.08E-05	0.00420592	0.00294803	0.00128866	0.0263821	0.0276179	9.84E-07	0.00310902	0.00181325	0.0021698	2.63E-10	0.0005961	0.00269777	9.07E-05	2.33E-10	0.00260402	0.00479648	0.000153516	0.00344434	0.00057568	0.00358998	0.00203478	0.000386363	0.000243637	7.67E-05	0.00100525	6.71E-07	0.000400345	1.08E-06	0.000197022	2.56E-05	9.04E-06	1.27E-05	0.00871194	0.00146006	0.0107903	2.97E-05
807	0.0200118	0.0142217	0.000261585	0.0462769	0.00466471	2.86E-05	6.95E-05	8.91E-07	0.0452489	0.00769639	0.00768861	6.84E-08	0.000998259	0.00317174	6.89E-07	0.000551654	3.00E-05	0.000272	9.12E-05	0.000703107	0.00943741	9.17E-05	3.08E-05	0.0042059	0.00294774	0.00128895	0.0263821	0.0276179	9.84E-07	0.00310902	0.001814	0.0021698	2.63E-10	0.0005961	0.00269742	9.07E-05	2.33E-10	0.00260351	0.00479648	0.000153515	0.00344435	0.000575567	0.00359009	0.00203513	0.000386364	0.000243636	7.68E-05	0.00100525	6.71E-07	0.000400265	1.08E-06	0.000196899	2.56E-05	9.05E-06	1.25E-05	0.00871118	0.00146082	0.0107903	2.97E-05
807.5	0.0200118	0.014421	0.000238233	0.0460187	0.00466427	2.87E-05	7.00E-05	9.03E-07	0.0451468	0.00769639	0.00768861	6.84E-08	0.000998086	0.00317191	6.89E-07	0.000551787	3.00E-05	0.000272	9.12E-05	0.000702978	0.00943691	9.23E-05	3.10E-05	0.00420569	0.00294744	0.00128925	0.026382	0.027618	9.84E-07	0.00310902	0.00181474	0.0021698	2.63E-10	0.0005961	0.00269708	9.06E-05	2.33E-10	0.002603	0.00479648	0.000153515	0.00344435	0.000575453	0.0035902	0.00203547	0.000386364	0.000243636	7.68E-05	0.00100525	6.70E-07	0.000400185	1.08E-06	0.000196776	2.56E-05	9.06E-06	1.24E-05	0.00871043	0.00146157	0.0107903	2.97E-05
808	0.0200118	0.0146178	0.0002256	0.0457446	0.00466367	2.88E-05	7.06E-05	9.16E-07	0.0450464	0.00769639	0.00768861	6.84E-08	0.000997914	0.00317209	6.89E-07	0.00055192	3.00E-05	0.000272	9.12E-05	0.00070285	0.00943634	9.30E-05	3.13E-05	0.00420542	0.00294715	0.00128954	0.026382	0.027618	9.84E-07	0.00310902	0.00181549	0.0021698	2.63E-10	0.0005961	0.00269674	9.06E-05	2.33E-10	0.00260249	0.00479649	0.000153515	0.00344435	0.00057534	0.00359031	0.00203581	0.000386365	0.000243635	7.68E-05	0.00100524	6.70E-07	0.000400105	1.08E-06	0.000196653	2.55E-05	9.06E-06	1.23E-05	0.00870967	0.00146233	0.0107903	2.97E-05
808.5	0.0200118	0.0148118	0.0002196	0.045463	0.00466299	2.89E-05	7.12E-05	9.31E-07	0.0449479	0.0076964	0.0076886	6.84E-08	0.000997742	0.00317226	6.89E-07	0.000552053	3.00E-05	0.000272	9.12E-05	0.000702721	0.00943573	9.37E-05	3.16E-05	0.00420513	0.00294686	0.00128983	0.0263819	0.0276181	9.84E-07	0.00310902	0.00181624	0.00216979	2.63E-10	0.0005961	0.00269641	9.06E-05	2.33E-10	0.00260198	0.00479649	0.000153514	0.00344435	0.000575227	0.00359042	0.00203615	0.000386365	0.000243635	7.68E-05	0.00100524	6.69E-07	0.000400025	1.08E-06	0.000196531	2.55E-05	9.06E-06	1.22E-05	0.00870892	0.00146308	0.0107903	2.97E-05
809	0.0200118	0.0150029	0.000217779	0.0451791	0.00466224	2.90E-05	7.19E-05	9.46E-07	0.0448513	0.0076964	0.0076886	6.84E-08	0.000997569	0.00317243	6.89E-07	0.000552186	3.00E-05	0.000272	9.11E-05	0.000702593	0.00943505	9.45E-05	3.19E-05	0.00420482	0.00294656	0.00129013	0.0263819	0.0276181	9.84E-07	0.00310902	0.00181699	0.00216979	2.63E-10	0.0005961	0.00269607	9.06E-05	2.33E-10	0.00260146	0.00479649	0.000153514	0.00344436	0.000575113	0.00359053	0.00203648	0.000386366	0.000243634	7.68E-05	0.00100524	6.69E-07	0.000399945	1.08E-06	0.000196408	2.55E-05	9.05E-06	1.21E-05	0.00870816	0.00146384	0.0107903	2.97E-05
809.5	0.0200118	0.0151908	0.000218677	0.0448962	0.00466139	2.91E-05	7.26E-05	9.63E-07	0.0447566	0.0076964	0.0076886	6.83E-08	0.000997397	0.0031726	6.89E-07	0.000552319	3.00E-05	0.000272	9.11E-05	0.000702464	0.00943432	9.53E-05	3.22E-05	0.00420448	0.00294627	0.00129042	0.0263818	0.0276182	9.84E-07	0.00310902	0.00181774	0.00216979	2.63E-10	0.0005961	0.00269575	9.06E-05	2.33E-10	0.00260095	0.00479649	0.000153514	0.00344436	0.000575	0.00359064	0.00203681	0.000386366	0.000243634	7.68E-05	0.00100524	6.68E-07	0.000399865	1.08E-06	0.000196285	2.55E-05	9.05E-06	1.19E-05	0.00870741	0.00146459	0.0107903	2.97E-05
810	0.0200118	0.0153752	0.000221438	0.0446164	0.00466045	2.93E-05	7.34E-05	9.82E-07	0.0446642	0.0076964	0.0076886	6.83E-08	0.000997225	0.00317278	6.88E-07	0.000552452	3.00E-05	0.000272	9.11E-05	0.000702336	0.0094335	9.63E-05	3.26E-05	0.00420412	0.00294598	0.00129071	0.0263818	0.0276182	9.84E-07	0.00310902	0.00181849	0.00216979	2.63E-10	0.0005961	0.00269542	9.06E-05	2.33E-10	0.00260044	0.00479649	0.000153513	0.00344436	0.000574887	0.00359075	0.00203714	0.000386367	0.000243633	7.68E-05	0.00100523	6.68E-07	0.000399785	1.08E-06	0.000196163	2.55E-05	9.04E-06	1.18E-05	0.00870665	0.00146535	0.0107903	2.97E-05
810.5	0.0200118	0.0155559	0.000225585	0.0443411	0.00465939	2.94E-05	7.43E-05	1.00E-06	0.0445739	0.00769641	0.00768859	6.83E-08	0.000997053	0.00317295	6.88E-07	0.000552586	3.00E-05	0.000272	9.11E-05	0.000702207	0.0094326	9.73E-05	3.30E-05	0.00420372	0.00294568	0.001291	0.0263817	0.0276183	9.84E-07	0.00310902	0.00181924	0.00216978	2.63E-10	0.0005961	0.0026951	9.05E-05	2.33E-10	0.00259993	0.00479649	0.000153513	0.00344437	0.000574774	0.00359086	0.00203747	0.000386368	0.000243632	7.68E-05	0.00100523	6.68E-07	0.000399705	1.08E-06	0.000196041	2.55E-05	9.02E-06	1.17E-05	0.0087059	0.0014661	0.0107903	2.97E-05
811	0.0200118	0.0157325	0.000230873	0.0440714	0.0046582	2.96E-05	7.53E-05	1.02E-06	0.0444861	0.00769641	0.00768859	6.83E-08	0.000996881	0.00317312	6.88E-07	0.000552719	3.00E-05	0.000272	9.11E-05	0.000702079	0.0094316	9.83E-05	3.34E-05	0.00420329	0.00294539	0.0012913	0.0263817	0.0276183	9.84E-07	0.00310902	0.00181998	0.00216978	2.63E-10	0.0005961	0.00269478	9.05E-05	2.33E-10	0.00259942	0.00479649	0.000153513	0.00344437	0.000574661	0.00359097	0.00203779	0.000386368	0.000243632	7.68E-05	0.00100523	6.67E-07	0.000399625	1.08E-06	0.000195918	2.54E-05	9.01E-06	1.16E-05	0.00870514	0.00146686	0.0107903	2.97E-05
811.5	0.0200118	0.0159046	0.000237218	0.0438081	0.00465685	2.98E-05	7.63E-05	1.05E-06	0.0444009	0.00769641	0.00768859	6.83E-08	0.000996709	0.00317329	6.88E-07	0.000552852	3.00E-05	0.000272	9.11E-05	0.00070195	0.00943047	9.96E-05	3.39E-05	0.00420281	0.0029451	0.00129159	0.0263816	0.0276184	9.84E-07	0.00310902	0.00182073	0.00216978	2.63E-10	0.0005961	0.00269446	9.05E-05	2.33E-10	0.0025989	0.00479649	0.000153512	0.00344437	0.000574548	0.00359108	0.00203811	0.000386369	0.000243631	7.68E-05	0.00100522	6.67E-07	0.000399545	1.08E-06	0.000195796	2.54E-05	8.99E-06	1.16E-05	0.00870439	0.00146761	0.0107903	2.97E-05
812	0.0200118	0.0160715	0.000244653	0.0435519	0.00465529	3.00E-05	7.75E-05	1.08E-06	0.0443184	0.00769641	0.00768859	6.83E-08	0.000996537	0.00317346	6.88E-07	0.000552985	3.00E-05	0.000272	9.10E-05	0.000701822	0.00942918	0.00010092	3.44E-05	0.00420228	0.00294481	0.00129188	0.0263816	0.0276184	9.84E-07	0.00310902	0.00182148	0.00216978	2.63E-10	0.0005961	0.00269415	9.05E-05	2.33E-10	0.00259839	0.00479649	0.000153512	0.00344437	0.000574435	0.00359119	0.00203843	0.000386369	0.000243631	7.68E-05	0.00100522	6.66E-07	0.000399465	1.08E-06	0.000195674	2.54E-05	8.98E-06	1.15E-05	0.00870364	0.00146836	0.0107903	2.97E-05
812.5	0.0200118	0.0162327	0.000253316	0.0433037	0.00465349	3.02E-05	7.89E-05	1.11E-06	0.0442391	0.00769641	0.00768859	6.82E-08	0.000996365	0.00317364	6.88E-07	0.000553118	3.00E-05	0.000272	9.10E-05	0.000701693	0.00942769	0.000102474	3.50E-05	0.00420168	0.00294451	0.00129217	0.0263815	0.0276185	9.84E-07	0.00310902	0.00182223	0.00216977	2.63E-10	0.0005961	0.00269383	9.05E-05	2.33E-10	0.00259788	0.00479649	0.000153512	0.00344438	0.000574322	0.0035913	0.00203874	0.00038637	0.00024363	7.68E-05	0.00100522	6.66E-07	0.000399385	1.08E-06	0.000195552	2.54E-05	8.96E-06	1.14E-05	0.00870288	0.00146912	0.0107903	2.97E-05
813	0.0200118	0.0163871	0.000263471	0.0430644	0.00465136	3.05E-05	8.04E-05	1.15E-06	0.0441631	0.00769642	0.00768858	6.82E-08	0.000996193	0.00317381	6.87E-07	0.000553251	3.00E-05	0.000272	9.10E-05	0.000701564	0.00942594	0.000104283	3.57E-05	0.00420099	0.00294422	0.00129247	0.0263815	0.0276185	9.84E-07	0.00310902	0.00182298	0.00216977	2.63E-10	0.0005961	0.00269352	9.04E-05	2.33E-10	0.00259737	0.00479649	0.000153511	0.00344438	0.000574209	0.00359141	0.00203906	0.00038637	0.00024363	7.68E-05	0.00100522	6.66E-07	0.000399305	1.08E-06	0.00019543	2.54E-05	8.93E-06	1.13E-05	0.00870213	0.00146987	0.0107903	2.97E-05
813.5	0.0200118	0.0165336	0.000275555	0.0428351	0.00464878	3.08E-05	8.22E-05	1.20E-06	0.0440911	0.00769642	0.00768858	6.82E-08	0.000996021	0.00317398	6.87E-07	0.000553384	3.00E-05	0.000272	9.10E-05	0.000701436	0.00942381	0.000106446	3.65E-05	0.00420018	0.00294393	0.00129276	0.0263814	0.0276186	9.84E-07	0.00310902	0.00182372	0.00216977	2.63E-10	0.0005961	0.00269321	9.04E-05	2.33E-10	0.00259686	0.00479649	0.000153511	0.00344438	0.000574096	0.00359152	0.00203937	0.000386371	0.000243629	7.68E-05	0.00100521	6.65E-07	0.000399225	1.08E-06	0.000195308	2.54E-05	8.91E-06	1.12E-05	0.00870137	0.00147063	0.0107903	2.97E-05
814	0.0200119	0.0166703	0.000290303	0.0426173	0.00464556	3.11E-05	8.45E-05	1.26E-06	0.0440236	0.00769642	0.00768858	6.82E-08	0.000995849	0.00317415	6.87E-07	0.000553517	3.00E-05	0.000272	9.10E-05	0.000701307	0.00942114	0.000109138	3.75E-05	0.0041992	0.00294364	0.00129305	0.0263814	0.0276186	9.84E-07	0.00310902	0.00182447	0.00216977	2.63E-10	0.0005961	0.00269291	9.04E-05	2.33E-10	0.00259635	0.00479649	0.00015351	0.00344439	0.000573983	0.00359163	0.00203968	0.000386371	0.000243629	7.68E-05	0.00100521	6.65E-07	0.000399145	1.08E-06	0.000195186	2.54E-05	8.89E-06	1.12E-05	0.00870062	0.00147138	0.0107903	2.97E-05
814.5	0.0200119	0.0167942	0.00030904	0.0424132	0.00464134	3.16E-05	8.73E-05	1.35E-06	0.0439617	0.00769642	0.00768858	6.82E-08	0.000995678	0.00317432	6.87E-07	0.00055365	3.00E-05	0.000272	9.10E-05	0.000701179	0.00941759	0.000112684	3.87E-05	0.00419796	0.00294335	0.00129334	0.0263813	0.0276187	9.84E-07	0.00310902	0.00182522	0.00216976	2.63E-10	0.0005961	0.0026926	9.04E-05	2.33E-10	0.00259583	0.00479649	0.00015351	0.00344439	0.000573871	0.00359174	0.00203999	0.000386372	0.000243628	7.68E-05	0.00100521	6.64E-07	0.000399065	1.08E-06	0.000195064	2.53E-05	8.87E-06	1.11E-05	0.00869987	0.00147213	0.0107903	2.97E-05
815	0.0200119	0.0169002	0.000334421	0.0422262	0.00463539	3.23E-05	9.13E-05	1.47E-06	0.0439071	0.00769643	0.00768857	6.82E-08	0.000995506	0.00317449	6.87E-07	0.000553783	3.00E-05	0.000272	9.10E-05	0.00070105	0.00941242	0.000117795	4.04E-05	0.00419628	0.00294305	0.00129363	0.0263813	0.0276187	9.84E-07	0.00310902	0.00182597	0.00216976	2.63E-10	0.0005961	0.0026923	9.04E-05	2.33E-10	0.00259532	0.00479649	0.00015351	0.00344439	0.000573758	0.00359185	0.00204029	0.000386372	0.000243628	7.68E-05	0.0010052	6.64E-07	0.000398985	1.08E-06	0.000194942	2.53E-05	8.84E-06	1.11E-05	0.00869911	0.00147289	0.0107903	2.97E-05
815.5	0.0200119	0.0169774	0.000372726	0.0420627	0.00462594	3.34E-05	9.74E-05	1.69E-06	0.0438629	0.00769643	0.00768857	6.81E-08	0.000995334	0.00317467	6.87E-07	0.000553916	3.00E-05	0.000272	9.09E-05	0.000700922	0.00940372	0.000126323	4.30E-05	0.00419372	0.00294276	0.00129393	0.0263812	0.0276188	9.84E-07	0.00310902	0.00182671	0.00216976	2.63E-10	0.0005961	0.00269199	9.04E-05	2.33E-10	0.00259481	0.00479649	0.000153509	0.00344439	0.000573645	0.00359196	0.0020406	0.000386373	0.000243627	7.68E-05	0.0010052	6.64E-07	0.000398905	1.08E-06	0.000194821	2.53E-05	8.82E-06	1.11E-05	0.00869836	0.00147364	0.0107903	2.97E-05
816	0.0200119	0.0169974	0.000442168	0.0419365	0.00460776	3.56E-05	0.000109098	2.20E-06	0.0438365	0.00769643	0.00768857	6.81E-08	0.000995163	0.00317484	6.87E-07	0.00055405	3.00E-05	0.000272	9.09E-05	0.000700793	0.00938541	0.000144145	4.76E-05	0.00418905	0.00294247	0.00129422	0.0263812	0.0276188	9.84E-07	0.00310902	0.00182746	0.00216976	2.63E-10	0.0005961	0.00269169	9.03E-05	2.33E-10	0.0025943	0.00479649	0.000153509	0.0034444	0.000573533	0.00359207	0.0020409	0.000386373	0.000243627	7.68E-05	0.0010052	6.63E-07	0.000398825	1.08E-06	0.000194699	2.53E-05	8.79E-06	1.11E-05	0.00869761	0.00147439	0.0107903	2.97E-05
816.5	0.0200119	0.0168846	0.000592082	0.041884	0.00456592	4.05E-05	0.000135837	3.62E-06	0.0438477	0.00769643	0.00768857	6.81E-08	0.000994991	0.00317501	6.86E-07	0.000554183	3.00E-05	0.000272	9.09E-05	0.000700665	0.00934309	0.000185002	5.82E-05	0.0041785	0.00294218	0.00129451	0.0263811	0.0276189	9.84E-07	0.00310902	0.00182821	0.00216975	2.63E-10	0.0005961	0.00269139	9.03E-05	2.33E-10	0.00259379	0.00479649	0.000153509	0.0034444	0.00057342	0.00359218	0.00204121	0.000386374	0.000243626	7.68E-05	0.0010052	6.63E-07	0.000398745	1.08E-06	0.000194577	2.53E-05	8.77E-06	1.11E-05	0.00869686	0.00147514	0.0107903	2.97E-05
817	0.0200119	0.0165986	0.000817166	0.0419623	0.00450293	4.57E-05	0.000175663	5.46E-06	0.0439315	0.00769644	0.00768856	6.81E-08	0.00099482	0.00317518	6.86E-07	0.000554316	3.00E-05	0.000272	9.09E-05	0.000700536	0.00930018	0.000225919	7.66E-05	0.00416012	0.00294189	0.0012948	0.0263811	0.0276189	9.84E-07	0.00310902	0.00182895	0.00216975	2.63E-10	0.0005961	0.00269108	9.03E-05	2.33E-10	0.00259328	0.00479649	0.000153508	0.0034444	0.000573307	0.00359229	0.00204152	0.000386375	0.000243625	7.68E-05	0.00100519	6.62E-07	0.000398666	1.08E-06	0.000194456	2.53E-05	8.75E-06	1.13E-05	0.0086961	0.0014759	0.0107903	2.97E-05
817.5	0.0200119	0.0162473	0.00100205	0.0421791	0.00446573	4.72E-05	0.000198334	6.14E-06	0.0440813	0.00769644	0.00768856	6.81E-08	0.000994649	0.00317535	6.86E-07	0.000554449	3.00E-05	0.000272	9.09E-05	0.000700408	0.00928627	0.000238944	8.99E-05	0.00414676	0.0029416	0.00129509	0.0263811	0.0276189	9.84E-07	0.00310902	0.0018297	0.00216975	2.63E-10	0.0005961	0.00269077	9.03E-05	2.33E-10	0.00259277	0.00479649	0.000153508	0.00344441	0.000573195	0.0035924	0.00204183	0.000386375	0.000243625	7.68E-05	0.00100519	6.62E-07	0.000398586	1.08E-06	0.000194335	2.52E-05	8.74E-06	1.15E-05	0.00869535	0.00147665	0.0107903	2.97E-05
818	0.020012	0.0158879	0.00112026	0.042508	0.00445481	4.74E-05	0.000204795	6.23E-06	0.0442575	0.00769644	0.00768856	6.81E-08	0.000994477	0.00317552	6.86E-07	0.000554582	3.00E-05	0.000272	9.09E-05	0.000700279	0.00928433	0.000240572	9.46E-05	0.00414208	0.0029413	0.00129538	0.026381	0.027619	9.84E-07	0.00310902	0.00183045	0.00216975	2.63E-10	0.0005961	0.00269045	9.03E-05	2.33E-10	0.00259225	0.00479649	0.000153508	0.00344441	0.000573082	0.00359251	0.00204216	0.000386376	0.000243624	7.68E-05	0.00100519	6.62E-07	0.000398506	1.08E-06	0.000194213	2.52E-05	8.74E-06	1.17E-05	0.0086946	0.0014774	0.0107903	2.97E-05
818.5	0.020012	0.0155344	0.00118772	0.0429152	0.00445464	4.71E-05	0.000204932	6.14E-06	0.0444381	0.00769644	0.00768856	6.81E-08	0.000994306	0.00317569	6.86E-07	0.000554715	3.00E-05	0.000272	9.08E-05	0.00070015	0.00928597	0.000238801	9.52E-05	0.00414148	0.00294101	0.00129568	0.026381	0.027619	9.84E-07	0.00310902	0.00183119	0.00216974	2.63E-10	0.0005961	0.00269013	9.02E-05	2.33E-10	0.00259174	0.00479649	0.000153507	0.00344441	0.00057297	0.00359262	0.00204248	0.000386376	0.000243624	7.68E-05	0.00100518	6.61E-07	0.000398426	1.08E-06	0.000194092	2.52E-05	8.74E-06	1.20E-05	0.00869385	0.00147815	0.0107903	2.97E-05
819	0.020012	0.0151916	0.00122084	0.0433681	0.00445828	4.68E-05	0.000202858	5.99E-06	0.0446154	0.00769645	0.00768855	6.81E-08	0.000994135	0.00317587	6.86E-07	0.000554848	3.00E-05	0.000272	9.08E-05	0.000700022	0.00928899	0.000235726	9.44E-05	0.00414233	0.00294072	0.00129597	0.0263809	0.0276191	9.84E-07	0.00310902	0.00183194	0.00216974	2.63E-10	0.0005961	0.0026898	9.02E-05	2.33E-10	0.00259123	0.00479649	0.000153507	0.00344441	0.000572857	0.00359273	0.00204282	0.000386377	0.000243623	7.68E-05	0.00100518	6.61E-07	0.000398346	1.08E-06	0.000193971	2.52E-05	8.74E-06	1.22E-05	0.00869309	0.00147891	0.0107903	2.97E-05
819.5	0.0200121	0.0148623	0.001231	0.043842	0.00446357	4.64E-05	0.000199796	5.79E-06	0.0447864	0.00769645	0.00768855	6.80E-08	0.000993963	0.00317604	6.85E-07	0.000554981	3.00E-05	0.000272	9.08E-05	0.000699893	0.00929285	0.00023186	9.29E-05	0.00414376	0.00294043	0.00129626	0.0263809	0.0276191	9.84E-07	0.00310902	0.00183268	0.00216974	2.63E-10	0.0005961	0.00268946	9.02E-05	2.33E-10	0.00259072	0.00479649	0.000153507	0.00344442	0.000572745	0.00359284	0.00204315	0.000386377	0.000243623	7.68E-05	0.00100518	6.60E-07	0.000398266	1.08E-06	0.00019385	2.52E-05	8.76E-06	1.24E-05	0.00869234	0.00147966	0.0107903	2.97E-05
820	0.0200121	0.0145492	0.00122517	0.0443195	0.00447002	4.58E-05	0.000196026	5.56E-06	0.0449496	0.00769645	0.00768855	6.80E-08	0.000993792	0.00317621	6.85E-07	0.000555114	3.00E-05	0.000272	9.08E-05	0.000699765	0.0092975	0.000227246	9.11E-05	0.00414557	0.00294014	0.00129655	0.0263808	0.0276192	9.84E-07	0.00310902	0.00183343	0.00216974	2.63E-10	0.0005961	0.00268912	9.02E-05	2.33E-10	0.00259021	0.00479649	0.000153506	0.00344442	0.000572632	0.00359295	0.0020435	0.000386378	0.000243622	7.68E-05	0.00100518	6.60E-07	0.000398186	1.08E-06	0.000193729	2.52E-05	8.77E-06	1.25E-05	0.00869159	0.00148041	0.0107903	2.97E-05
820.5	0.0200121	0.0142554	0.00120713	0.0447882	0.00447768	4.52E-05	0.000191507	5.29E-06	0.0451035	0.00769645	0.00768855	6.80E-08	0.000993621	0.00317638	6.85E-07	0.000555247	3.00E-05	0.000272	9.08E-05	0.000699636	0.0093031	0.000221729	8.90E-05	0.00414772	0.00293985	0.00129684	0.0263808	0.0276192	9.84E-07	0.00310902	0.00183417	0.00216973	2.63E-10	0.0005961	0.00268877	9.02E-05	2.33E-10	0.0025897	0.00479649	0.000153506	0.00344442	0.00057252	0.00359306	0.00204385	0.000386378	0.000243622	7.68E-05	0.00100517	6.60E-07	0.000398107	1.08E-06	0.000193608	2.52E-05	8.79E-06	1.27E-05	0.00869084	0.00148116	0.0107903	2.97E-05
821	0.0200121	0.0139852	0.00117825	0.0452384	0.00448688	4.45E-05	0.000186021	4.97E-06	0.0452465	0.00769646	0.00768854	6.80E-08	0.00099345	0.00317655	6.85E-07	0.000555381	3.00E-05	0.000272	9.08E-05	0.000699508	0.00931001	0.000214974	8.64E-05	0.00415031	0.00293956	0.00129713	0.0263807	0.0276193	9.84E-07	0.00310902	0.00183492	0.00216973	2.63E-10	0.0005961	0.00268842	9.02E-05	2.33E-10	0.00258919	0.00479649	0.000153505	0.00344443	0.000572408	0.00359317	0.0020442	0.000386379	0.000243621	7.68E-05	0.00100517	6.59E-07	0.000398027	1.08E-06	0.000193487	2.51E-05	8.82E-06	1.29E-05	0.00869009	0.00148191	0.0107903	2.97E-05
821.5	0.0200122	0.013745	0.00113767	0.0456616	0.00449831	4.35E-05	0.000179135	4.58E-06	0.0453764	0.00769646	0.00768854	6.80E-08	0.000993279	0.00317672	6.85E-07	0.000555514	3.00E-05	0.000272	9.08E-05	0.000699379	0.00931888	0.000206347	8.32E-05	0.00415351	0.00293927	0.00129742	0.0263807	0.0276193	9.84E-07	0.00310902	0.00183567	0.00216973	2.63E-10	0.0005961	0.00268807	9.01E-05	2.33E-10	0.00258868	0.00479649	0.000153505	0.00344443	0.000572295	0.00359328	0.00204456	0.000386379	0.000243621	7.68E-05	0.00100517	6.59E-07	0.000397947	1.08E-06	0.000193367	2.51E-05	8.84E-06	1.30E-05	0.00868934	0.00148266	0.0107903	2.97E-05
