Time	BM	ACT	GLC	ACoA	AKG	cAMP	FBP	G6P	GLX	ICT	MAL	OAA	PEP	PG3	PYR	AceA	AceB	AceK	Acoa2act	Acs	Akg2mal	CAMPdegr	Cya	Emp	Eno	Fdp	GltA	Icd	Icd_P	Mdh	Me	PckA	Pdh	PfkA	Ppc	PpsA	PykF	Cra	CraFBP	Crp	CrpcAMP	IclR	PdhR	PdhRPYR	EIIA	EIIA_P	EIICB
76320	0.416344	3.81887	0	1.98219	1.10827	4.02031	0.272812	1.13586	1.35051	1.47259	6.40651	0.0649714	0.553353	1.29113	0.0379066	0.101663	0.030499	0.0030499	0.001	0.0100293	0.00217746	0.001	0.001	0.00977004	0.00636805	0.000509114	0.00350702	0.00237993	0.00747458	0.0108711	0.00336855	0.0187021	0.00179704	8.97E-05	0.000288802	0.0127041	0.00136326	0.007008	0.000281997	0.00132739	0.00596261	0.00729	0.00592135	0.00136865	0.00266147	0.0973385	0.003
77115	0.435294	3.7582	0	1.98615	1.1085	4.02036	0.272788	1.13652	1.34834	1.47308	6.40592	0.0649471	0.553604	1.29133	0.037896	0.101684	0.0305053	0.00305053	0.001	0.0100367	0.00217842	0.001	0.001	0.00976867	0.00636394	0.000509397	0.00350909	0.00238151	0.00747728	0.0108773	0.00337048	0.018715	0.00179476	8.96E-05	0.000288222	0.0127131	0.00135956	0.00700805	0.000281948	0.00132738	0.00596262	0.00729	0.00592166	0.00136834	0.00265956	0.0973404	0.003
77910	0.455106	3.69473	0	1.98986	1.10872	4.02042	0.272764	1.13714	1.34635	1.47354	6.40537	0.0649241	0.553837	1.29152	0.037886	0.101703	0.0305108	0.00305108	0.001	0.0100436	0.00217932	0.001	0.001	0.00976739	0.0063601	0.000509661	0.00351102	0.00238299	0.00747982	0.0108831	0.00337229	0.018727	0.00179262	8.96E-05	0.000287679	0.0127215	0.00135609	0.0070081	0.000281901	0.00132736	0.00596264	0.00729	0.00592196	0.00136804	0.00265779	0.0973422	0.003
78705	0.475819	3.62834	0	1.99333	1.10891	4.02046	0.272741	1.13772	1.34452	1.47397	6.40485	0.0649025	0.554054	1.29168	0.0378765	0.101719	0.0305157	0.00305157	0.001	0.0100501	0.00218015	0.001	0.001	0.00976618	0.00635651	0.000509908	0.00351283	0.00238437	0.00748218	0.0108885	0.00337397	0.0187382	0.00179061	8.95E-05	0.000287171	0.0127293	0.00135284	0.00700815	0.000281855	0.00132735	0.00596265	0.00729	0.00592223	0.00136777	0.00265613	0.0973439	0.003
79500	0.497475	3.5589	0	1.99658	1.1091	4.02051	0.272718	1.13826	1.34283	1.47437	6.40435	0.0648822	0.554255	1.29184	0.0378677	0.101733	0.03052	0.003052	0.001	0.0100562	0.00218094	0.001	0.001	0.00976506	0.00635314	0.000510139	0.00351452	0.00238566	0.0074844	0.0108935	0.00337555	0.0187488	0.00178873	8.95E-05	0.000286696	0.0127366	0.00134981	0.00700819	0.00028181	0.00132734	0.00596266	0.00729	0.00592249	0.00136751	0.00265459	0.0973454	0.003
80295	0.520116	3.48627	0	1.99962	1.10926	4.02055	0.272696	1.13877	1.34129	1.47474	6.40388	0.064863	0.554443	1.29198	0.0378594	0.101746	0.0305237	0.00305237	0.001	0.0100618	0.00218167	0.001	0.001	0.009764	0.00634999	0.000510355	0.0035161	0.00238687	0.00748647	0.0108983	0.00337703	0.0187586	0.00178696	8.95E-05	0.000286251	0.0127435	0.00134697	0.00700823	0.000281766	0.00132733	0.00596267	0.00729	0.00592274	0.00136726	0.00265315	0.0973468	0.003
81090	0.543788	3.4103	0	2.00247	1.10942	4.02059	0.272675	1.13924	1.33986	1.47509	6.40344	0.064845	0.554618	1.29211	0.0378517	0.101757	0.030527	0.0030527	0.001	0.0100672	0.00218236	0.001	0.001	0.00976302	0.00634705	0.000510557	0.00351758	0.002388	0.00748841	0.0109027	0.00337841	0.0187678	0.00178531	8.94E-05	0.000285835	0.0127499	0.00134431	0.00700828	0.000281724	0.00132732	0.00596268	0.00729	0.00592296	0.00136704	0.00265181	0.0973482	0.003
81885	0.568537	3.33085	0	2.00513	1.10956	4.02063	0.272654	1.13968	1.33856	1.47541	6.40302	0.0648279	0.55478	1.29223	0.0378444	0.101766	0.0305299	0.00305299	0.001	0.0100721	0.002183	0.001	0.001	0.00976209	0.00634429	0.000510746	0.00351897	0.00238905	0.00749022	0.0109068	0.00337969	0.0187764	0.00178376	8.94E-05	0.000285446	0.0127559	0.00134183	0.00700832	0.000281683	0.00132731	0.00596269	0.00729	0.00592318	0.00136682	0.00265056	0.0973494	0.003
82680	0.594413	3.24776	0	2.00761	1.10969	4.02066	0.272635	1.1401	1.33735	1.47572	6.40262	0.0648119	0.554932	1.29234	0.0378376	0.101775	0.0305324	0.00305324	0.001	0.0100768	0.0021836	0.001	0.001	0.00976122	0.00634171	0.000510923	0.00352026	0.00239004	0.00749192	0.0109107	0.0033809	0.0187845	0.00178231	8.94E-05	0.000285082	0.0127615	0.0013395	0.00700836	0.000281644	0.0013273	0.0059627	0.00729	0.00592338	0.00136662	0.00264939	0.0973506	0.003
83475	0.621465	3.16086	0	2.00993	1.10981	4.0207	0.272616	1.14049	1.33625	1.476	6.40224	0.0647967	0.555072	1.29245	0.0378313	0.101782	0.0305345	0.00305345	0.001	0.0100811	0.00218416	0.001	0.001	0.00976041	0.00633929	0.000511088	0.00352147	0.00239096	0.00749351	0.0109143	0.00338202	0.018792	0.00178095	8.93E-05	0.000284741	0.0127668	0.00133732	0.00700839	0.000281607	0.00132729	0.00596271	0.00729	0.00592356	0.00136644	0.00264831	0.0973517	0.003
84270	0.649749	3.06998	0	2.01209	1.10992	4.02073	0.272598	1.14085	1.33523	1.47626	6.40189	0.0647824	0.555203	1.29254	0.0378254	0.101788	0.0305364	0.00305364	0.001	0.0100852	0.00218468	0.001	0.001	0.00975965	0.00633703	0.000511243	0.00352261	0.00239182	0.00749499	0.0109177	0.00338307	0.0187991	0.00177968	8.93E-05	0.000284422	0.0127717	0.00133529	0.00700843	0.000281571	0.00132728	0.00596272	0.00729	0.00592373	0.00136627	0.0026473	0.0973527	0.003
85065	0.679319	2.97493	0	2.01411	1.11002	4.02075	0.272581	1.1412	1.3343	1.47651	6.40154	0.0647688	0.555325	1.29262	0.03782	0.101793	0.030538	0.0030538	0.001	0.010089	0.00218517	0.001	0.001	0.00975893	0.00633491	0.000511387	0.00352366	0.00239262	0.00749638	0.0109209	0.00338405	0.0188057	0.00177848	8.93E-05	0.000284124	0.0127763	0.00133338	0.00700846	0.000281537	0.00132727	0.00596273	0.00729	0.00592389	0.00136611	0.00264636	0.0973536	0.003
85860	0.710235	2.87554	0	2.01598	1.11011	4.02078	0.272564	1.14152	1.33344	1.47674	6.40122	0.064756	0.555438	1.2927	0.0378149	0.101798	0.0305393	0.00305393	0.001	0.0100925	0.00218563	0.001	0.001	0.00975826	0.00633293	0.000511523	0.00352465	0.00239337	0.00749768	0.0109239	0.00338496	0.0188118	0.00177736	8.93E-05	0.000283844	0.0127806	0.0013316	0.0070085	0.000281504	0.00132727	0.00596273	0.00729	0.00592404	0.00136596	0.00264549	0.0973545	0.003
86655	0.742557	2.7716	0	2.01773	1.11019	4.0208	0.272549	1.14182	1.33265	1.47696	6.40091	0.0647439	0.555543	1.29277	0.0378103	0.101801	0.0305404	0.00305404	0.001	0.0100958	0.00218606	0.001	0.001	0.00975763	0.00633107	0.000511649	0.00352558	0.00239406	0.0074989	0.0109266	0.00338581	0.0188176	0.00177631	8.93E-05	0.000283583	0.0127846	0.00132993	0.00700853	0.000281473	0.00132726	0.00596274	0.00729	0.00592418	0.00136582	0.00264469	0.0973553	0.003
87450	0.77635	2.66291	0	2.01934	1.11026	4.02083	0.272534	1.1421	1.33193	1.47716	6.40061	0.0647324	0.555641	1.29284	0.0378061	0.101804	0.0305413	0.00305413	0.001	0.0100989	0.00218646	0.001	0.001	0.00975704	0.00632933	0.000511767	0.00352644	0.00239471	0.00750003	0.0109292	0.00338661	0.018823	0.00177533	8.92E-05	0.000283338	0.0127884	0.00132837	0.00700856	0.000281444	0.00132725	0.00596275	0.00729	0.0059243	0.0013657	0.00264395	0.097356	0.003
88245	0.81168	2.54925	0	2.02084	1.11032	4.02085	0.27252	1.14237	1.33126	1.47734	6.40032	0.0647214	0.555732	1.2929	0.0378022	0.101807	0.030542	0.0030542	0.001	0.0101018	0.00218683	0.001	0.001	0.00975648	0.0063277	0.000511877	0.00352725	0.00239532	0.0075011	0.0109316	0.00338734	0.018828	0.0017744	8.92E-05	0.000283109	0.0127919	0.00132691	0.00700858	0.000281416	0.00132725	0.00596275	0.00729	0.00592441	0.00136559	0.00264326	0.0973567	0.003
89040	0.848618	2.43039	0	2.02221	1.11037	4.02087	0.272507	1.14262	1.33065	1.47751	6.40004	0.0647109	0.555817	1.29296	0.0377988	0.101809	0.0305426	0.00305426	0.001	0.0101045	0.00218718	0.001	0.001	0.00975596	0.00632617	0.00051198	0.003528	0.00239588	0.00750209	0.0109339	0.00338803	0.0188327	0.00177354	8.92E-05	0.000282894	0.0127952	0.00132554	0.00700861	0.00028139	0.00132724	0.00596276	0.00729	0.00592451	0.00136549	0.00264264	0.0973574	0.003
89835	0.887235	2.30611	0	2.02347	1.11042	4.02088	0.272494	1.14286	1.3301	1.47767	6.39977	0.0647008	0.555896	1.29301	0.0377958	0.10181	0.0305431	0.00305431	0.001	0.0101071	0.0021875	0.001	0.001	0.00975546	0.00632474	0.000512076	0.00352871	0.0023964	0.00750302	0.010936	0.00338867	0.0188371	0.00177273	8.92E-05	0.000282692	0.0127982	0.00132426	0.00700863	0.000281365	0.00132724	0.00596276	0.00729	0.0059246	0.0013654	0.00264207	0.0973579	0.003
90630	0.927609	2.17615	0	2.02461	1.11046	4.0209	0.272483	1.14308	1.32959	1.47782	6.3995	0.0646911	0.555968	1.29306	0.0377932	0.101811	0.0305434	0.00305434	0.001	0.0101094	0.00218781	0.001	0.001	0.00975499	0.0063234	0.000512165	0.00352937	0.00239688	0.00750389	0.0109379	0.00338926	0.0188412	0.00177197	8.92E-05	0.000282503	0.0128011	0.00132307	0.00700866	0.000281343	0.00132723	0.00596277	0.00729	0.00592468	0.00136532	0.00264156	0.0973584	0.003
91425	0.969819	2.04026	0	2.02564	1.11048	4.02091	0.272472	1.1433	1.32913	1.47795	6.39923	0.0646817	0.556036	1.2931	0.0377911	0.101812	0.0305436	0.00305436	0.001	0.0101116	0.00218809	0.001	0.001	0.00975455	0.00632214	0.000512249	0.00352998	0.00239732	0.00750471	0.0109398	0.00338981	0.0188451	0.00177125	8.92E-05	0.000282326	0.0128038	0.00132194	0.00700868	0.000281321	0.00132723	0.00596277	0.00729	0.00592474	0.00136526	0.00264111	0.0973589	0.003
92220	1.01395	1.89816	0	2.02655	1.1105	4.02093	0.272462	1.14351	1.32871	1.47807	6.39896	0.0646724	0.556098	1.29315	0.0377896	0.101812	0.0305437	0.00305437	0.001	0.0101137	0.00218835	0.001	0.001	0.00975412	0.00632095	0.000512326	0.00353055	0.00239773	0.00750547	0.0109415	0.00339031	0.0188486	0.00177059	8.91E-05	0.00028216	0.0128063	0.00132089	0.0070087	0.000281302	0.00132723	0.00596277	0.00729	0.00592479	0.00136521	0.00264071	0.0973593	0.003
93015	1.06008	1.74959	0	2.02733	1.1105	4.02094	0.272454	1.14371	1.32834	1.47818	6.39868	0.0646632	0.556155	1.29318	0.0377887	0.101812	0.0305437	0.00305437	0.001	0.0101156	0.00218859	0.001	0.001	0.00975372	0.00631984	0.000512399	0.00353108	0.0023981	0.00750619	0.0109431	0.00339078	0.018852	0.00176996	8.91E-05	0.000282004	0.0128086	0.00131991	0.00700872	0.000281284	0.00132722	0.00596278	0.00729	0.00592481	0.00136519	0.00264039	0.0973596	0.003
93810	1.10831	1.59424	0	2.02796	1.11048	4.02095	0.272446	1.1439	1.32801	1.47828	6.39838	0.0646538	0.556207	1.29322	0.0377885	0.101812	0.0305436	0.00305436	0.001	0.0101174	0.00218882	0.001	0.001	0.00975333	0.00631879	0.000512466	0.00353157	0.00239844	0.00750686	0.0109445	0.0033912	0.0188551	0.00176937	8.91E-05	0.000281856	0.0128108	0.00131899	0.00700873	0.000281269	0.00132722	0.00596278	0.00729	0.00592482	0.00136518	0.00264014	0.0973599	0.003
94605	1.15874	1.43182	0	2.02842	1.11044	4.02096	0.272439	1.1441	1.32772	1.47836	6.39805	0.064644	0.556255	1.29325	0.0377895	0.101811	0.0305434	0.00305434	0.001	0.010119	0.00218903	0.001	0.001	0.00975295	0.0063178	0.000512528	0.00353203	0.00239873	0.0075075	0.0109459	0.00339158	0.0188579	0.00176881	8.91E-05	0.000281718	0.0128128	0.00131813	0.00700874	0.000281256	0.00132722	0.00596278	0.00729	0.00592479	0.00136521	0.00263998	0.09736	0.003
95400	1.21145	1.26199	0	2.02867	1.11038	4.02096	0.272434	1.1443	1.32749	1.47842	6.39767	0.0646334	0.556297	1.29329	0.0377918	0.101811	0.0305432	0.00305432	0.001	0.0101205	0.00218922	0.001	0.001	0.00975258	0.00631686	0.000512585	0.00353245	0.00239898	0.0075081	0.0109472	0.00339192	0.0188606	0.00176829	8.91E-05	0.000281586	0.0128146	0.00131731	0.00700875	0.000281246	0.00132722	0.00596278	0.00729	0.00592472	0.00136528	0.00263995	0.09736	0.003
96195	1.26655	1.08444	0	2.02861	1.11026	4.02096	0.272432	1.14452	1.32731	1.47845	6.39721	0.0646212	0.556333	1.29332	0.0377963	0.101809	0.0305428	0.00305428	0.001	0.0101219	0.00218939	0.001	0.001	0.00975221	0.00631597	0.000512637	0.00353283	0.00239917	0.00750869	0.0109483	0.00339221	0.018863	0.0017678	8.91E-05	0.000281462	0.0128163	0.00131655	0.00700876	0.000281241	0.00132722	0.00596278	0.00729	0.00592459	0.00136541	0.00264009	0.0973599	0.003
96990	1.32416	0.898813	0	2.02809	1.11008	4.02096	0.272433	1.14478	1.32722	1.47845	6.3966	0.064606	0.556361	1.29335	0.0378044	0.101808	0.0305423	0.00305423	0.001	0.0101232	0.00218955	0.001	0.001	0.00975184	0.00631512	0.000512684	0.00353318	0.00239928	0.00750926	0.0109493	0.00339245	0.0188652	0.00176734	8.91E-05	0.000281342	0.0128179	0.00131584	0.00700876	0.000281243	0.00132722	0.00596278	0.00729	0.00592435	0.00136565	0.00264051	0.0973595	0.003
97785	1.38436	0.704765	0	2.02672	1.10975	4.02095	0.27244	1.1451	1.32726	1.47839	6.3957	0.064585	0.556377	1.29338	0.0378193	0.101805	0.0305416	0.00305416	0.001	0.0101244	0.00218968	0.001	0.001	0.00975143	0.00631428	0.000512726	0.00353349	0.00239927	0.00750986	0.0109503	0.00339262	0.0188672	0.00176691	8.91E-05	0.000281226	0.0128193	0.00131516	0.00700874	0.000281257	0.00132722	0.00596278	0.00729	0.00592391	0.00136609	0.00264144	0.0973585	0.003
98580	1.44728	0.501943	0	2.0235	1.10909	4.02091	0.27246	1.14561	1.32756	1.47818	6.3941	0.0645496	0.55637	1.29342	0.0378498	0.101802	0.0305407	0.00305407	0.001	0.0101253	0.00218978	0.001	0.001	0.00975097	0.00631345	0.00051276	0.00353374	0.002399	0.0075106	0.010951	0.00339269	0.0188688	0.00176649	8.91E-05	0.00028111	0.0128204	0.00131451	0.0070087	0.000281297	0.00132723	0.00596277	0.00729	0.00592302	0.00136698	0.00264355	0.0973564	0.003
99375	1.51299	0.290033	0	2.01429	1.10738	4.02082	0.272524	1.14674	1.32869	1.47751	6.3902	0.064466	0.556289	1.29349	0.0379322	0.101797	0.0305392	0.00305392	0.001	0.010126	0.00218984	0.001	0.001	0.00975034	0.00631254	0.000512781	0.00353391	0.00239794	0.0075119	0.0109515	0.00339255	0.01887	0.00176608	8.91E-05	0.000280985	0.0128213	0.00131389	0.00700858	0.000281425	0.00132726	0.00596274	0.00729	0.0059206	0.0013694	0.00264953	0.0973505	0.003
100170	1.58142	0.0691306	0	1.94291	1.09429	4.02024	0.273058	1.15444	1.33791	1.47193	6.36121	0.0638627	0.555459	1.29387	0.0385785	0.101784	0.0305352	0.00305352	0.001	0.0101258	0.0021897	0.001	0.001	0.00974894	0.00631118	0.000512758	0.00353377	0.00238888	0.00752035	0.010951	0.00339158	0.0188695	0.00176564	8.90E-05	0.000280798	0.012821	0.0013132	0.00700752	0.000282485	0.00132741	0.00596259	0.00729	0.00590171	0.00138829	0.00269737	0.0973026	0.003
100965	0.000567632	2.99999	2.99987	0.436139	0.212406	0.180877	9.77825	2.03165	9.32E-10	0.00127203	2.67056	0.0174489	0.207981	10.2395	2.06354	0.0883337	0.0265001	0.00265001	0.001	0.00887772	0.00202345	0.001	0.001	0.00998396	0.00703869	0.000454501	0.00318202	0.0089895	2.12E-05	0.00989622	0.0030652	0.0164659	0.00226278	0.000101692	0.000378756	0.0111475	0.00199785	0.000138344	0.00715166	0.0060644	0.0012256	0.00729	0.000536718	0.00675328	0.0968629	0.00313706	0.003
101760	0.000654934	2.99998	2.9997	0.437595	0.219855	0.183239	8.90871	1.97542	1.42E-09	0.00132024	2.76289	0.0195991	0.206339	8.99521	1.7711	0.0753343	0.0226003	0.00226003	0.001	0.00766232	0.00186202	0.001	0.001	0.0102103	0.00774245	0.000398873	0.00284014	0.00811988	3.37E-05	0.00887115	0.00275061	0.0141403	0.0027299	0.000112415	0.000473333	0.00952658	0.00265809	0.000166024	0.00712398	0.00605112	0.00123888	0.00729	0.000617827	0.00667217	0.0968214	0.00317859	0.003
102555	0.000755662	2.99997	2.9995	0.440645	0.225252	0.185897	8.36065	1.94317	1.91E-09	0.00136395	2.84599	0.021751	0.205777	8.19725	1.54898	0.0643574	0.0193072	0.00193072	0.001	0.00663571	0.00172641	0.001	0.001	0.010403	0.00833628	0.000353622	0.0025521	0.00740861	4.99E-05	0.00800782	0.00248396	0.0121976	0.00310971	0.00012028	0.000553498	0.00816496	0.00320821	0.000187924	0.00710208	0.00603624	0.00125376	0.00729	0.00069794	0.00659206	0.0967747	0.00322531	0.003
103350	0.000871883	2.99998	2.99927	0.443481	0.228941	0.188389	7.98223	1.92344	2.38E-09	0.00140253	2.92109	0.0239292	0.205721	7.64544	1.38235	0.0550879	0.0165264	0.00165264	0.001	0.00576916	0.00161269	0.001	0.001	0.0105672	0.00883747	0.000316739	0.00230971	0.00682485	6.88E-05	0.0072816	0.00225794	0.0105734	0.00341673	0.000126189	0.000621447	0.00702065	0.00366704	0.00020565	0.00708435	0.00602235	0.00126765	0.00729	0.000773149	0.00651685	0.0967309	0.00326913	0.003
104145	0.00100598	2.99999	2.999	0.445334	0.231056	0.190585	7.70523	1.91103	2.82E-09	0.0014352	2.98792	0.0261108	0.205918	7.24456	1.25807	0.0472601	0.014178	0.0014178	0.001	0.00503797	0.00151739	0.001	0.001	0.0107071	0.00926054	0.000286647	0.00210584	0.00634526	8.91E-05	0.00667104	0.00206636	0.00921515	0.00366377	0.000130683	0.000679043	0.00605874	0.00404993	0.000220247	0.00706975	0.00601017	0.00127983	0.00729	0.00084072	0.00644928	0.0966922	0.00330776	0.003
104940	0.0011607	3.00001	2.99869	0.446013	0.231797	0.19247	7.49443	1.90318	3.22E-09	0.00146165	3.04648	0.0282634	0.20624	6.94327	1.16528	0.0406499	0.012195	0.0012195	0.001	0.00442109	0.00143755	0.001	0.001	0.0108265	0.00961769	0.000262092	0.0019344	0.00595167	0.00010902	0.00615784	0.00190397	0.00807894	0.00386187	0.000134122	0.000727863	0.00525004	0.00436955	0.000232411	0.00705759	0.00599975	0.00129025	0.00729	0.000899401	0.0063906	0.0966591	0.00334093	0.003
105735	0.00133921	3.00004	2.99833	0.445643	0.231422	0.194069	7.32969	1.89829	3.57E-09	0.00148195	3.09715	0.0303536	0.206614	6.71121	1.09565	0.0350679	0.0105204	0.00105204	0.001	0.0039007	0.00137068	0.001	0.001	0.0109283	0.00991921	0.000242059	0.00179025	0.00562939	0.000127522	0.00572651	0.00176633	0.00712848	0.00402038	0.000136759	0.000769243	0.00457011	0.00463639	0.000242624	0.00704738	0.00599094	0.00129906	0.00729	0.000949117	0.00634088	0.0966309	0.00336907	0.003
106530	0.00154519	3.00008	2.99791	0.444466	0.230203	0.195418	7.19852	1.89538	3.87E-09	0.00149655	3.14052	0.0323515	0.206999	6.5292	1.04302	0.030354	0.0091062	0.00091062	0.001	0.0034617	0.00131467	0.001	0.001	0.011015	0.0101738	0.000225727	0.00166904	0.00536623	0.000143919	0.005364	0.00164966	0.00633339	0.00414702	0.00013878	0.000804318	0.00399844	0.00485915	0.000251239	0.00703876	0.00598353	0.00130647	0.00729	0.000990509	0.00629949	0.0966072	0.00339283	0.003
107325	0.00178283	3.00013	2.99742	0.442739	0.228398	0.196554	7.09263	1.89379	4.14E-09	0.00150616	3.17733	0.0342322	0.207372	6.38444	1.00291	0.0263732	0.00791196	0.000791196	0.001	0.00309139	0.00126776	0.001	0.001	0.011089	0.0103887	0.000212426	0.00156712	0.00515195	0.000157978	0.00505933	0.00155077	0.00566837	0.00424809	0.000140324	0.000834048	0.00351782	0.00504511	0.000258529	0.00703147	0.0059773	0.0013127	0.00729	0.00102455	0.00626545	0.0965872	0.00341283	0.003
108120	0.00205704	3.0002	2.99685	0.440678	0.226228	0.197511	7.00629	1.89311	4.36E-09	0.00151159	3.20835	0.0359782	0.207721	6.26806	0.972137	0.0230114	0.00690342	0.000690342	0.001	0.00277901	0.00122847	0.001	0.001	0.0111521	0.0105701	0.000201605	0.00148143	0.00497797	0.000169752	0.00480327	0.00146695	0.0051122	0.00432871	0.000141497	0.000859248	0.00311377	0.00520032	0.000264707	0.00702529	0.00597207	0.00131793	0.00729	0.0010523	0.0062377	0.0965703	0.00342967	0.003
108915	0.00237341	3.00028	2.9962	0.438454	0.223874	0.198316	6.93534	1.89304	4.55E-09	0.00151368	3.23435	0.0375786	0.208041	6.17368	0.94837	0.0201722	0.00605167	0.000605167	0.001	0.0025155	0.00119557	0.001	0.001	0.0112058	0.0107233	0.000192814	0.00140938	0.00483709	0.000179455	0.00458806	0.0013959	0.00464714	0.00439299	0.000142383	0.000880608	0.00277411	0.00532985	0.00026995	0.00702005	0.00596767	0.00132233	0.00729	0.00107479	0.00621521	0.0965561	0.00344385	0.003
109710	0.00273844	3.00037	2.99544	0.436189	0.221476	0.198995	6.87669	1.89339	4.70E-09	0.00151324	3.25605	0.0390292	0.208331	6.09663	0.929917	0.0177744	0.00533231	0.000533231	0.001	0.00229321	0.00116801	0.001	0.001	0.0112516	0.0108526	0.000185684	0.00134879	0.0047233	0.000187362	0.00440719	0.00133568	0.00425834	0.00444424	0.000143044	0.000898713	0.0024886	0.00543792	0.0002744	0.0070156	0.00596397	0.00132603	0.00729	0.00109292	0.00619708	0.0965442	0.00345581	0.003
110505	0.00315962	3.00049	2.99456	0.433967	0.219131	0.199568	6.82798	1.894	4.83E-09	0.00151097	3.27411	0.0403312	0.20859	6.03338	0.915527	0.0157491	0.00472474	0.000472474	0.001	0.00210571	0.00114494	0.001	0.001	0.0112907	0.0109617	0.000179912	0.00129785	0.00463164	0.000193761	0.00425518	0.00128463	0.00393334	0.00448509	0.000143531	0.000914059	0.00224863	0.00552807	0.000278179	0.00701182	0.00596085	0.00132915	0.00729	0.00110748	0.00618252	0.0965341	0.0034659	0.003
111300	0.00364557	3.00063	2.99355	0.431844	0.216908	0.200052	6.78739	1.89479	4.93E-09	0.00150746	3.28912	0.0414897	0.20882	5.98123	0.904269	0.0140385	0.00421156	0.000421156	0.001	0.00194754	0.00112561	0.001	0.001	0.0113239	0.0110539	0.000175248	0.00125502	0.00455801	0.000198914	0.00412743	0.00124136	0.00366174	0.00451765	0.000143884	0.000927067	0.00204694	0.00560325	0.000281387	0.00700861	0.00595821	0.00133179	0.00729	0.00111916	0.00617084	0.0965256	0.00347443	0.003
112095	0.00420626	3.0008	2.99238	0.429853	0.214848	0.200462	6.75347	1.89567	5.01E-09	0.00150319	3.30157	0.042513	0.209024	5.93808	0.895437	0.0125936	0.00377809	0.000377809	0.001	0.00181412	0.00110943	0.001	0.001	0.0113523	0.0111317	0.000171489	0.00121901	0.00449902	0.000203055	0.00402007	0.00120469	0.00343481	0.00454361	0.000144132	0.000938093	0.00187745	0.00566593	0.00028411	0.00700589	0.00595598	0.00133402	0.00729	0.00112849	0.00616151	0.0965183	0.00348165	0.003
112890	0.00485318	3.001	2.99103	0.428013	0.212972	0.200809	6.72506	1.8966	5.08E-09	0.00149852	3.31192	0.0434113	0.209204	5.90227	0.888494	0.0113732	0.00341195	0.000341195	0.001	0.00170158	0.00109589	0.001	0.001	0.0113764	0.0111973	0.000168466	0.00118874	0.00445191	0.000206379	0.00392985	0.0011736	0.00324525	0.0045643	0.000144301	0.000947438	0.00173503	0.00571818	0.000286421	0.00700358	0.00595409	0.00133591	0.00729	0.00113593	0.00615407	0.0965122	0.00348776	0.003
113685	0.00559961	3.00123	2.98947	0.426332	0.211287	0.201104	6.70122	1.89753	5.13E-09	0.00149373	3.32052	0.0441956	0.209363	5.87248	0.883029	0.0103422	0.00310265	0.000310265	0.001	0.00160666	0.00108455	0.001	0.001	0.011397	0.0112528	0.000166043	0.00116329	0.00441442	0.000209047	0.00385405	0.00114725	0.00308693	0.00458081	0.00014441	0.00095536	0.00161536	0.00576172	0.000288382	0.00700162	0.00595249	0.00133751	0.00729	0.00114186	0.00614814	0.096507	0.00349295	0.003
114480	0.00646083	3.0015	2.98766	0.42481	0.209791	0.201354	6.6812	1.89845	5.17E-09	0.00148899	3.32768	0.0448772	0.209502	5.84766	0.878722	0.0094712	0.00284136	0.000284136	0.001	0.0015266	0.00107506	0.001	0.001	0.0114146	0.0112995	0.000164105	0.00114189	0.0043847	0.000211192	0.00379036	0.00112492	0.00295473	0.00459398	0.000144472	0.000962074	0.00151482	0.00579799	0.000290045	0.00699996	0.00595114	0.00133886	0.00729	0.00114658	0.00614342	0.0965026	0.00349736	0.003
115275	0.00745451	3.00182	2.98558	0.423442	0.208475	0.201567	6.66435	1.89934	5.21E-09	0.00148444	3.33365	0.0454673	0.209624	5.82694	0.875325	0.0087354	0.00262062	0.000262062	0.001	0.00145907	0.00106712	0.001	0.001	0.0114295	0.011339	0.000162562	0.00112391	0.00436123	0.000212919	0.00373685	0.00110599	0.00284437	0.00460448	0.000144501	0.000967766	0.00143035	0.0058282	0.000291454	0.00699855	0.00594998	0.00134002	0.00729	0.00115032	0.00613968	0.0964989	0.00350111	0.003
116070	0.00860102	3.00219	2.98318	0.42222	0.207325	0.201748	6.65017	1.90018	5.24E-09	0.00148017	3.33864	0.0459765	0.209731	5.80963	0.872645	0.00811377	0.00243413	0.000243413	0.001	0.00140212	0.00106048	0.001	0.001	0.0114422	0.0113724	0.000161338	0.0011088	0.00434279	0.000214314	0.0036919	0.00108994	0.00275227	0.00461287	0.000144505	0.00097259	0.0013594	0.00585335	0.000292648	0.00699735	0.005949	0.001341	0.00729	0.0011533	0.0061367	0.0964957	0.0035043	0.003
116865	0.00992386	3.00262	2.9804	0.421135	0.206326	0.201902	6.63823	1.90097	5.26E-09	0.00147622	3.34282	0.0464148	0.209824	5.79515	0.870528	0.00758858	0.00227657	0.000227657	0.001	0.00135409	0.00105493	0.001	0.001	0.0114531	0.0114005	0.000160372	0.0010961	0.00432839	0.000215444	0.00365415	0.00107634	0.00267541	0.00461957	0.00014449	0.000976679	0.0012998	0.00587429	0.00029366	0.00699634	0.00594816	0.00134184	0.00729	0.00115566	0.00613434	0.096493	0.00350703	0.003
