Time	EGF_EC	CAPRI_cyt	RasGTP_pal_cyt	Ca	IP3	CaCAPRI_cyt	RasGTP_depal_cyt	RasGDP_depal_cyt	RasGDP_pal_cyt	Ca_PLCe_cyt	Sos_cyt	Grb2_cyt	PLCe_cyt	buffer_cyt	ca_buffer_cyt	SosGrb2_cyt	RasGRP_cyt	CaRasGRP1_cyt	Ca_ER	PIP_PM	PI_PM	Shc_PM	CaCAPRI_PM_PM	Shc_star_PM	EGFR_PM	PLC_act_PM	PLC_PM	PIP2_PM	Activated_EGFR_PM	DAG_PM	SGS_PM	RasGTP_PM	RasGDP_PM	serca	RactCa	Ract	Rinh	RinhCa	ER_erMembrane	RasGTP_Golgi_GM	RasGDP_Golgi_GM	Ca_RasGRP_GM_GM	DAG_GM_GM	RasGRP_DAG_GM	Ras_CaPLCe_GM	PIP2_GM_GM																										
1512	4.02136	29.9107	5.24056	8.56596	89.5238	0.0850892	5.47547	2.33045	12.541	0.490158	74.5369	495.937	11.485	112.403	7.99695	91.5831	18.4495	0.0525396	119002	993.628	51489.9	162.275	0.169471	0.171045	4.45801	0.776207	99.2238	45.2303	2.64587	96257.3	23.5543	104.281	248.221	45	0.751878	10.5681	10.0238	1.29622	2	108.127	14.0096	0.000174562	1549.28	235.825	1.31916	250																										
1520	4.02136	29.9106	5.23404	8.57179	89.6609	0.0851466	5.51834	2.32929	12.5411	0.490455	74.5646	495.965	11.4841	112.398	8.00203	91.6216	18.3877	0.052399	119001	990.051	51160.3	162.383	0.169585	0.170188	4.43152	0.771624	99.2284	45.3285	2.63015	96590.3	23.4464	104.145	248.23	45	0.752355	10.5676	10.023	1.297	2	108.99	13.9936	0.000174095	1562.67	237.084	1.33051	250																										
1528	4.02136	29.9105	5.22732	8.57764	89.7981	0.0852043	5.56113	2.32819	12.5415	0.490753	74.5924	495.992	11.4833	112.393	8.00713	91.66	18.3263	0.0522594	119000	986.469	50832	162.492	0.169699	0.169335	4.40519	0.767068	99.2329	45.4261	2.61452	96922.1	23.3388	104.006	248.243	45	0.752835	10.5672	10.0222	1.29778	2	109.852	13.978	0.000173631	1576.07	238.336	1.34186	250																										
1536	4.02136	29.9103	5.22041	8.58353	89.9352	0.0852623	5.60386	2.32716	12.542	0.491053	74.62	496.02	11.4824	112.388	8.01226	91.6984	18.2652	0.0521209	118999	982.883	50504.9	162.6	0.169814	0.168485	4.37902	0.762538	99.2375	45.5231	2.59899	97252.6	23.2315	103.863	248.26	45	0.753317	10.5667	10.0214	1.29857	2	110.714	13.963	0.000173171	1589.48	239.581	1.35322	250																										
1544	4.02136	29.9102	5.21331	8.58944	90.0724	0.0853205	5.64653	2.3262	12.5428	0.491354	74.6475	496.048	11.4815	112.383	8.01741	91.7365	18.2046	0.0519834	118998	979.293	50179.2	162.708	0.16993	0.167638	4.353	0.758035	99.242	45.6196	2.58355	97581.9	23.1246	103.717	248.28	45	0.753802	10.5662	10.0206	1.29936	2	111.574	13.9485	0.000172714	1602.89	240.817	1.36459	250																										
1552	4.02136	29.9101	5.20602	8.59539	90.2095	0.085379	5.68912	2.32529	12.5437	0.491657	74.675	496.075	11.4807	112.377	8.02259	91.7746	18.1443	0.051847	118997	975.698	49854.6	162.815	0.170046	0.166795	4.32714	0.753559	99.2464	45.7155	2.5682	97910	23.018	103.567	248.304	45	0.754289	10.5657	10.0198	1.30015	2	112.433	13.9345	0.00017226	1616.3	242.046	1.37595	250																										
1560	4.02136	29.91	5.19856	8.60136	90.3467	0.0854379	5.73165	2.32445	12.5448	0.491962	74.7023	496.102	11.4798	112.372	8.02779	91.8126	18.0843	0.0517115	118997	972.099	49531.3	162.922	0.170162	0.165955	4.30143	0.749109	99.2509	45.8109	2.55294	98236.7	22.9118	103.413	248.332	45	0.754778	10.5652	10.0191	1.30095	2	113.291	13.921	0.00017181	1629.72	243.267	1.38733	250																										
1568	4.02136	29.9098	5.19092	8.60736	90.4839	0.085497	5.77411	2.32367	12.5461	0.492268	74.7296	496.13	11.4789	112.367	8.03302	91.8504	18.0248	0.051577	118996	968.496	49209.3	163.029	0.170279	0.165119	4.27587	0.744685	99.2553	45.9057	2.53777	98562.3	22.8059	103.256	248.363	45	0.75527	10.5647	10.0182	1.30175	2	114.149	13.908	0.000171363	1643.15	244.48	1.3987	250																										
1576	4.02136	29.9097	5.1831	8.6134	90.6211	0.0855564	5.8165	2.32294	12.5476	0.492575	74.7568	496.157	11.4781	112.362	8.03828	91.8881	17.9656	0.0514436	118995	964.889	48888.6	163.135	0.170397	0.164286	4.25047	0.740287	99.2597	45.9999	2.52269	98886.5	22.7004	103.095	248.398	45	0.755764	10.5642	10.0174	1.30256	2	115.005	13.8954	0.00017092	1656.58	245.686	1.41008	250																										
1584	4.02136	29.9096	5.17511	8.61946	90.7583	0.0856161	5.85882	2.32227	12.5492	0.492885	74.7839	496.184	11.4772	112.356	8.04356	91.9256	17.9068	0.0513111	118994	961.277	48569.1	163.241	0.170515	0.163457	4.22521	0.735914	99.2641	46.0935	2.5077	99209.6	22.5952	102.932	248.436	45	0.75626	10.5637	10.0166	1.30337	2	115.86	13.8832	0.00017048	1670.02	246.885	1.42147	250																										
1592	4.02136	29.9094	5.16696	8.62555	90.8956	0.0856761	5.90107	2.32166	12.551	0.493195	74.8109	496.211	11.4763	112.351	8.04886	91.9631	17.8484	0.0511796	118993	957.662	48250.8	163.347	0.170634	0.162631	4.20011	0.731568	99.2684	46.1865	2.4928	99531.3	22.4904	102.764	248.477	45	0.756759	10.5632	10.0158	1.30418	2	116.714	13.8715	0.000170043	1683.46	248.076	1.43286	250																										
1600	4.02136	29.9093	5.15863	8.63168	91.0328	0.0857364	5.94325	2.32111	12.553	0.493508	74.8378	496.238	11.4755	112.346	8.05419	92.0004	17.7903	0.0510491	118992	954.042	47933.9	163.452	0.170753	0.161808	4.17515	0.727247	99.2728	46.2789	2.47799	99851.8	22.3859	102.594	248.522	45	0.75726	10.5627	10.015	1.305	2	117.567	13.8602	0.000169609	1696.91	249.26	1.44426	250																										
1608	4.02136	29.9092	5.15014	8.63783	91.1701	0.085797	5.98536	2.32061	12.5552	0.493822	74.8646	496.265	11.4746	112.34	8.05955	92.0376	17.7325	0.0509196	118990	950.419	47618.2	163.557	0.170873	0.160989	4.15035	0.722951	99.277	46.3706	2.46327	100171	22.2817	102.42	248.57	45	0.757764	10.5622	10.0142	1.30582	2	118.418	13.8494	0.000169179	1710.36	250.436	1.45566	250																										
1616	4.02136	29.909	5.1415	8.64402	91.3075	0.0858579	6.0274	2.32016	12.5576	0.494138	74.8913	496.291	11.4737	112.335	8.06494	92.0747	17.6752	0.050791	118989	946.792	47303.7	163.662	0.170994	0.160174	4.12569	0.718681	99.2813	46.4618	2.44863	100489	22.178	102.243	248.622	45	0.75827	10.5617	10.0134	1.30664	2	119.269	13.8389	0.000168751	1723.82	251.606	1.46706	250																										
1624	4.02136	29.9089	5.13269	8.65023	91.4448	0.0859191	6.06937	2.31977	12.5601	0.494455	74.918	496.318	11.4728	112.33	8.07035	92.1116	17.6181	0.0506633	118988	943.16	46990.5	163.766	0.171115	0.159362	4.10117	0.714435	99.2856	46.5523	2.43408	100806	22.0745	102.063	248.676	45	0.758779	10.5612	10.0125	1.30747	2	120.118	13.8288	0.000168327	1737.28	252.768	1.47847	250																										
1632	4.02136	29.9088	5.12373	8.65648	91.5822	0.0859806	6.11127	2.31942	12.5627	0.494774	74.9445	496.345	11.472	112.324	8.07579	92.1484	17.5614	0.0505366	118987	939.526	46678.6	163.87	0.171237	0.158553	4.07681	0.710215	99.2898	46.6421	2.41962	101121	21.9714	101.88	248.734	45	0.759291	10.5607	10.0117	1.30831	2	120.967	13.8192	0.000167906	1750.75	253.923	1.48988	250																										
1640	4.02136	29.9086	5.11461	8.66276	91.7197	0.0860425	6.1531	2.31913	12.5655	0.495095	74.971	496.371	11.4711	112.319	8.08125	92.1851	17.5051	0.0504109	118986	935.887	46368	163.974	0.17136	0.157748	4.05258	0.706019	99.294	46.7313	2.40525	101435	21.8687	101.694	248.794	45	0.759805	10.5602	10.0109	1.30915	2	121.814	13.8099	0.000167488	1764.23	255.071	1.5013	250																										
1648	4.02136	29.9085	5.10535	8.66908	91.8572	0.0861047	6.19485	2.31889	12.5685	0.495418	74.9974	496.397	11.4702	112.313	8.08675	92.2217	17.4491	0.0502861	118985	932.245	46058.6	164.077	0.171483	0.156946	4.0285	0.701848	99.2982	46.8199	2.39096	101748	21.7663	101.505	248.858	45	0.760321	10.5597	10.01	1.30999	2	122.66	13.801	0.000167074	1777.7	256.213	1.51272	250																										
1656	4.02136	29.9083	5.09594	8.67543	91.9948	0.0861672	6.23653	2.31869	12.5716	0.495742	75.0236	496.424	11.4693	112.308	8.09227	92.2581	17.3934	0.0501622	118984	928.6	45750.5	164.18	0.171607	0.156147	4.00457	0.697702	99.3023	46.9078	2.37675	102060	21.6643	101.314	248.925	45	0.760841	10.5592	10.0092	1.31083	2	123.505	13.7924	0.000166662	1791.19	257.347	1.52415	250																										
1664	4.02136	29.9082	5.08638	8.68181	92.1324	0.08623	6.27814	2.31854	12.5749	0.496068	75.0498	496.45	11.4684	112.302	8.09782	92.2945	17.3381	0.0500392	118983	924.951	45443.6	164.282	0.171731	0.155352	3.98078	0.693579	99.3064	46.995	2.36263	102370	21.5626	101.119	248.994	45	0.761363	10.5586	10.0083	1.31168	2	124.349	13.7842	0.000166253	1804.68	258.475	1.53558	250																										
1672	4.02136	29.9081	5.07669	8.68823	92.2701	0.0862931	6.31968	2.31844	12.5784	0.496396	75.0759	496.476	11.4675	112.297	8.1034	92.3306	17.283	0.0499171	118982	921.298	45138	164.384	0.171856	0.154561	3.95712	0.689481	99.3105	47.0815	2.34859	102680	21.4613	100.922	249.067	45	0.761887	10.5581	10.0075	1.31254	2	125.191	13.7763	0.000165848	1818.18	259.596	1.54702	250																										
1680	4.02136	29.9079	5.06685	8.69468	92.4078	0.0863566	6.36114	2.31838	12.5819	0.496725	75.1019	496.502	11.4666	112.291	8.10902	92.3667	17.2284	0.049796	118981	917.642	44833.7	164.486	0.171982	0.153772	3.93361	0.685408	99.3146	47.1673	2.33464	102987	21.3604	100.722	249.142	45	0.762415	10.5576	10.0066	1.3134	2	126.033	13.7688	0.000165445	1831.68	260.711	1.55846	250																										
1688	4.02136	29.9078	5.05687	8.70116	92.5456	0.0864205	6.40253	2.31837	12.5857	0.497057	75.1278	496.528	11.4657	112.285	8.11466	92.4026	17.174	0.0496757	118980	913.983	44530.7	164.587	0.172108	0.152988	3.91024	0.681358	99.3186	47.2524	2.32076	103294	21.2598	100.519	249.22	45	0.762945	10.5571	10.0057	1.31426	2	126.873	13.7616	0.000165046	1845.19	261.819	1.56991	250																										
1696	4.02136	29.9076	5.04676	8.70768	92.6836	0.0864847	6.44385	2.3184	12.5895	0.49739	75.1537	496.554	11.4648	112.28	8.12033	92.4384	17.1199	0.0495563	118979	910.321	44228.9	164.688	0.172235	0.152206	3.88701	0.677331	99.3227	47.3368	2.30698	103599	21.1595	100.313	249.301	45	0.763479	10.5565	10.0049	1.31513	2	127.712	13.7547	0.000164649	1858.7	262.92	1.58136	250																										
1704	4.02136	29.9075	5.03652	8.71424	92.8215	0.0865492	6.48509	2.31848	12.5935	0.497726	75.1794	496.579	11.4639	112.274	8.12603	92.4741	17.0662	0.0494378	118978	906.655	43928.4	164.789	0.172363	0.151428	3.86391	0.673329	99.3267	47.4205	2.29327	103904	21.0596	100.105	249.385	45	0.764015	10.556	10.004	1.31601	2	128.55	13.7481	0.000164255	1872.22	264.015	1.59282	250																										
1712	4.02136	29.9073	5.02615	8.72083	92.9596	0.0866141	6.52626	2.3186	12.5977	0.498063	75.205	496.605	11.463	112.268	8.13176	92.5097	17.0128	0.0493202	118977	902.987	43629.2	164.889	0.172492	0.150653	3.84096	0.66935	99.3306	47.5035	2.27964	104206	20.9601	99.8946	249.471	45	0.764554	10.5554	10.0031	1.31688	2	129.387	13.7419	0.000163864	1885.75	265.104	1.60428	250																										
1720	4.02136	29.9072	5.01565	8.72746	93.0978	0.0866794	6.56736	2.31875	12.6019	0.498402	75.2306	496.631	11.4621	112.262	8.13753	92.5451	16.9597	0.0492035	118976	899.315	43331.2	164.989	0.172621	0.149882	3.81813	0.665394	99.3346	47.5857	2.2661	104508	20.8609	99.6815	249.56	45	0.765096	10.5549	10.0022	1.31777	2	130.222	13.7359	0.000163477	1899.28	266.186	1.61575	250																										
1728	4.02136	29.9071	5.00503	8.73413	93.2361	0.086745	6.60838	2.31895	12.6063	0.498743	75.256	496.656	11.4612	112.257	8.14332	92.5804	16.9069	0.0490877	118975	895.641	43034.5	165.089	0.172751	0.149114	3.79545	0.661462	99.3385	47.6672	2.25263	104808	20.7621	99.466	249.651	45	0.765641	10.5544	10.0013	1.31865	2	131.056	13.7302	0.000163092	1912.82	267.262	1.62723	250																										
1736	4.02136	29.9069	4.99428	8.74084	93.3746	0.086811	6.64933	2.31919	12.6109	0.499087	75.2814	496.681	11.4603	112.251	8.14916	92.6156	16.8544	0.0489727	118974	891.964	42739.1	165.188	0.172881	0.14835	3.7729	0.657553	99.3424	47.7479	2.23925	105107	20.6636	99.248	249.745	45	0.766189	10.5538	10.0005	1.31955	2	131.889	13.7248	0.000162709	1926.36	268.332	1.6387	250																										
1744	4.02136	29.9068	4.98341	8.74759	93.5131	0.0868774	6.69021	2.31947	12.6156	0.499432	75.3067	496.707	11.4594	112.245	8.15502	92.6506	16.8022	0.0488585	118972	888.283	42444.9	165.287	0.173013	0.147589	3.75048	0.653667	99.3463	47.8279	2.22595	105405	20.5655	99.0277	249.842	45	0.76674	10.5533	9.99956	1.32044	2	132.721	13.7197	0.00016233	1939.92	269.395	1.65019	250																										
1752	4.02136	29.9066	4.97243	8.75437	93.6518	0.0869442	6.73101	2.31978	12.6203	0.499779	75.3318	496.732	11.4585	112.239	8.16092	92.6855	16.7503	0.0487452	118971	884.601	42152	165.385	0.173145	0.146831	3.7282	0.649803	99.3502	47.9071	2.21272	105701	20.4678	98.8051	249.94	45	0.767295	10.5527	9.99865	1.32135	2	133.552	13.7149	0.000161954	1953.47	270.453	1.66168	250																										
1760	4.02136	29.9065	4.96132	8.7612	93.7906	0.0870114	6.77174	2.32013	12.6253	0.500129	75.3569	496.757	11.4576	112.233	8.16685	92.7203	16.6987	0.0486328	118970	880.915	41860.4	165.484	0.173278	0.146077	3.70605	0.645963	99.354	47.9855	2.19957	105997	20.3704	98.5802	250.042	45	0.767853	10.5521	9.99775	1.32225	2	134.381	13.7103	0.00016158	1967.04	271.505	1.67318	250																										
1768	4.02136	29.9063	4.95011	8.76807	93.9296	0.0870789	6.81239	2.32052	12.6303	0.500481	75.3819	496.782	11.4567	112.227	8.17281	92.755	16.6474	0.0485212	118969	877.227	41570	165.581	0.173412	0.145325	3.68403	0.642145	99.3579	48.0632	2.1865	106291	20.2734	98.3531	250.145	45	0.768414	10.5516	9.99683	1.32317	2	135.209	13.706	0.000161209	1980.61	272.55	1.68468	250																										
1776	4.02136	29.9062	4.93878	8.77498	94.0687	0.0871469	6.85297	2.32094	12.6355	0.500835	75.4068	496.807	11.4557	112.221	8.17882	92.7895	16.5963	0.0484105	118968	873.537	41280.9	165.679	0.173546	0.144578	3.66214	0.638349	99.3617	48.14	2.17351	106583	20.1767	98.1238	250.251	45	0.768978	10.551	9.99591	1.32409	2	136.036	13.7019	0.000160841	1994.19	273.59	1.69619	250																										
1784	4.02136	29.906	4.92734	8.78193	94.208	0.0872153	6.89347	2.3214	12.6407	0.501191	75.4316	496.832	11.4548	112.215	8.18485	92.8239	16.5456	0.0483005	118967	869.844	40993.1	165.776	0.173682	0.143833	3.64038	0.634576	99.3654	48.2161	2.1606	106875	20.0804	97.8923	250.359	45	0.769546	10.5505	9.99499	1.32501	2	136.862	13.698	0.000160476	2007.78	274.624	1.70771	250																										
1792	4.02136	29.9059	4.91579	8.78892	94.3474	0.0872841	6.9339	2.32189	12.6461	0.501549	75.4563	496.856	11.4539	112.209	8.19093	92.8582	16.4951	0.0481914	118966	866.149	40706.6	165.872	0.173818	0.143092	3.61875	0.630825	99.3692	48.2913	2.14776	107165	19.9844	97.6587	250.47	45	0.770117	10.5499	9.99406	1.32594	2	137.686	13.6944	0.000160113	2021.38	275.653	1.71923	250																										
1800	4.02136	29.9057	4.90414	8.79596	94.4871	0.0873534	6.97425	2.32242	12.6516	0.50191	75.4809	496.881	11.453	112.203	8.19704	92.8923	16.4449	0.0480831	118965	862.451	40421.3	165.969	0.173955	0.142354	3.59725	0.627096	99.3729	48.3657	2.135	107454	19.8888	97.4231	250.582	45	0.770692	10.5493	9.99313	1.32687	2	138.509	13.6911	0.000159754	2034.98	276.675	1.73076	250																										
1808	4.02136	29.9056	4.89238	8.80305	94.6269	0.0874231	7.01453	2.32298	12.6573	0.502273	75.5055	496.905	11.452	112.197	8.2032	92.9263	16.395	0.0479757	118963	858.752	40137.3	166.065	0.174092	0.14162	3.57587	0.623388	99.3766	48.4393	2.12232	107741	19.7936	97.1854	250.697	45	0.77127	10.5487	9.99219	1.32781	2	139.331	13.6879	0.000159397	2048.6	277.692	1.7423	250																										
1816	4.02136	29.9054	4.88052	8.81018	94.767	0.0874932	7.05473	2.32357	12.663	0.502639	75.5299	496.93	11.4511	112.191	8.20939	92.9602	16.3454	0.047869	118962	855.05	39854.6	166.16	0.174231	0.140889	3.55463	0.619703	99.3803	48.5121	2.10971	108028	19.6987	96.9458	250.814	45	0.771852	10.5481	9.99124	1.32876	2	140.151	13.685	0.000159042	2062.22	278.704	1.75384	250																										
1824	4.02136	29.9052	4.86857	8.81735	94.9072	0.0875638	7.09486	2.32419	12.6688	0.503007	75.5543	496.954	11.4502	112.184	8.21562	92.994	16.296	0.0477632	118961	851.347	39573.2	166.256	0.174371	0.140161	3.53351	0.616039	99.384	48.584	2.09717	108313	19.6042	96.7041	250.933	45	0.772438	10.5476	9.99029	1.32971	2	140.971	13.6823	0.00015869	2075.85	279.71	1.7654	250																										
1832	4.02136	29.9051	4.85651	8.82458	95.0477	0.0876349	7.13492	2.32484	12.6748	0.503377	75.5785	496.979	11.4492	112.178	8.22189	93.0276	16.2469	0.0476581	118960	847.641	39293	166.351	0.174511	0.139436	3.51251	0.612397	99.3876	48.6551	2.08471	108597	19.51	96.4606	251.054	45	0.773028	10.547	9.98933	1.33067	2	141.789	13.6798	0.000158341	2089.49	280.71	1.77696	250																										
1840	4.02136	29.9049	4.84436	8.83185	95.1884	0.0877064	7.1749	2.32553	12.6808	0.503751	75.6027	497.003	11.4483	112.172	8.2282	93.0612	16.1981	0.0475539	118959	843.934	39014.1	166.445	0.174653	0.138715	3.49164	0.608777	99.3912	48.7253	2.07232	108879	19.4162	96.2152	251.177	45	0.773621	10.5464	9.98836	1.33164	2	142.605	13.6775	0.000157995	2103.14	281.706	1.78852	250																										
1848	4.02136	29.9048	4.83211	8.83917	95.3294	0.0877784	7.2148	2.32624	12.687	0.504126	75.6267	497.027	11.4473	112.165	8.23456	93.0945	16.1495	0.0474504	118957	840.225	38736.4	166.539	0.174795	0.137997	3.4709	0.605177	99.3948	48.7946	2.06001	109161	19.3227	95.968	251.303	45	0.774219	10.5458	9.98739	1.33261	2	143.421	13.6754	0.000157651	2116.79	282.695	1.8001	250																										
1856	4.02136	29.9046	4.81977	8.84655	95.4707	0.0878509	7.25463	2.32698	12.6932	0.504505	75.6507	497.051	11.4464	112.159	8.24095	93.1278	16.1012	0.0473477	118956	836.514	38460.1	166.633	0.174938	0.137282	3.45028	0.601599	99.3984	48.8631	2.04777	109441	19.2296	95.7189	251.43	45	0.774821	10.5452	9.98641	1.33359	2	144.235	13.6735	0.00015731	2130.46	283.68	1.81169	250																										
1864	4.02136	29.9044	4.80734	8.85397	95.6122	0.0879239	7.29439	2.32775	12.6996	0.504886	75.6746	497.075	11.4454	112.153	8.2474	93.1609	16.0531	0.0472458	118955	832.802	38185	166.727	0.175083	0.13657	3.42978	0.598042	99.402	48.9307	2.0356	109719	19.1369	95.4681	251.559	45	0.775426	10.5446	9.98543	1.33457	2	145.048	13.6718	0.000156971	2144.14	284.66	1.82328	250																										
1872	4.02136	29.9043	4.79482	8.86145	95.754	0.0879975	7.33407	2.32855	12.706	0.50527	75.6984	497.098	11.4445	112.146	8.25388	93.1939	16.0053	0.0471447	118954	829.088	37911.1	166.82	0.175228	0.135862	3.4094	0.594506	99.4055	48.9974	2.02351	109997	19.0445	95.2156	251.689	45	0.776036	10.544	9.98444	1.33556	2	145.859	13.6703	0.000156635	2157.83	285.634	1.83488	250																										
1880	4.02136	29.9041	4.78222	8.86898	95.8961	0.0880715	7.37367	2.32938	12.7125	0.505657	75.7221	497.122	11.4435	112.14	8.26042	93.2268	15.9577	0.0470444	118953	825.373	37638.6	166.912	0.175374	0.135157	3.38914	0.59099	99.409	49.0632	2.01149	110273	18.9524	94.9613	251.822	45	0.776651	10.5433	9.98344	1.33656	2	146.67	13.669	0.000156302	2171.53	286.604	1.8465	250																										
1888	4.02136	29.904	4.76953	8.87657	96.0385	0.0881461	7.4132	2.33023	12.7192	0.506046	75.7457	497.146	11.4426	112.133	8.267	93.2596	15.9103	0.0469448	118951	821.656	37367.3	167.005	0.175522	0.134455	3.369	0.587496	99.4125	49.1281	1.99954	110548	18.8607	94.7054	251.957	45	0.777269	10.5427	9.98243	1.33757	2	147.478	13.6678	0.000155971	2185.24	287.568	1.85812	250																										
1896	4.02136	29.9038	4.75675	8.88421	96.1813	0.0882212	7.45266	2.33111	12.7259	0.506439	75.7692	497.169	11.4416	112.126	8.27362	93.2922	15.8633	0.046846	118950	817.938	37097.2	167.097	0.17567	0.133756	3.34899	0.584021	99.416	49.192	1.98766	110822	18.7694	94.4478	252.093	45	0.777893	10.5421	9.98142	1.33858	2	148.286	13.6668	0.000155643	2198.97	288.528	1.86976	250																										
1904	4.02136	29.9036	4.7439	8.89191	96.3244	0.0882969	7.49204	2.33201	12.7327	0.506835	75.7927	497.193	11.4406	112.12	8.2803	93.3247	15.8164	0.046748	118949	814.219	36828.5	167.189	0.17582	0.133061	3.32909	0.580568	99.4194	49.2551	1.97585	111094	18.6784	94.1887	252.231	45	0.77852	10.5415	9.9804	1.3396	2	149.093	13.666	0.000155317	2212.7	289.483	1.8814	250																										
1912	4.02136	29.9034	4.73096	8.89967	96.4678	0.0883732	7.53135	2.33294	12.7396	0.507233	75.816	497.216	11.4397	112.113	8.28703	93.3571	15.7698	0.0466508	118948	810.499	36561	167.28	0.17597	0.132369	3.30931	0.577134	99.4229	49.3172	1.96411	111365	18.5878	93.928	252.371	45	0.779153	10.5408	9.97937	1.34063	2	149.898	13.6653	0.000154994	2226.45	290.432	1.89306	250																										
1920	4.02136	29.9033	4.71795	8.90749	96.6117	0.08845	7.57058	2.33389	12.7466	0.507635	75.8392	497.239	11.4387	112.106	8.29381	93.3893	15.7234	0.0465542	118946	806.779	36294.8	167.371	0.176122	0.13168	3.28965	0.573721	99.4263	49.3784	1.95244	111635	18.4975	93.6657	252.512	45	0.77979	10.5402	9.97834	1.34166	2	150.701	13.6648	0.000154673	2240.22	291.378	1.90472	250																										
1928	4.02136	29.9031	4.70486	8.91537	96.7559	0.0885275	7.60973	2.33487	12.7537	0.508041	75.8624	497.262	11.4377	112.099	8.30064	93.4214	15.6772	0.0464585	118945	803.057	36029.8	167.461	0.176275	0.130994	3.2701	0.570328	99.4297	49.4386	1.94084	111904	18.4076	93.402	252.655	45	0.780433	10.5396	9.9773	1.3427	2	151.504	13.6644	0.000154355	2253.99	292.318	1.9164	250																										
