Time	EGF_EC	CAPRI_cyt	RasGTP_pal_cyt	Ca	IP3	CaCAPRI_cyt	RasGTP_depal_cyt	RasGDP_depal_cyt	RasGDP_pal_cyt	Ca_PLCe_cyt	Sos_cyt	Grb2_cyt	PLCe_cyt	buffer_cyt	ca_buffer_cyt	SosGrb2_cyt	RasGRP_cyt	CaRasGRP1_cyt	Ca_ER	PIP_PM	PI_PM	Shc_PM	CaCAPRI_PM_PM	Shc_star_PM	EGFR_PM	PLC_act_PM	PLC_PM	PIP2_PM	Activated_EGFR_PM	DAG_PM	SGS_PM	RasGTP_PM	RasGDP_PM	serca	RactCa	Ract	Rinh	RinhCa	ER_erMembrane	RasGTP_Golgi_GM	RasGDP_Golgi_GM	Ca_RasGRP_GM_GM	DAG_GM_GM	RasGRP_DAG_GM	Ras_CaPLCe_GM	PIP2_GM_GM																										
1016	4.02136	29.9174	5.10183	8.25822	81.1403	0.0820596	2.74004	2.59415	13.0729	0.474593	72.6925	494.092	11.5343	112.672	7.72811	89.0078	23.1619	0.0636016	119053	1204.96	74329.9	155.027	0.163477	0.229921	6.45063	1.12	98.88	38.4074	3.82851	73212.7	30.7435	101.997	258.083	45	0.7266	10.5934	10.0651	1.25491	2	53.5609	16.793	0.000211319	738.661	139.782	0.632056	250																										
1024	4.02136	29.9174	5.11556	8.26226	81.2684	0.0820992	2.7839	2.58596	13.0531	0.474794	72.7227	494.123	11.5336	112.668	7.73164	89.0506	23.0711	0.0633832	119052	1201.73	73924.8	155.146	0.163555	0.228916	6.4123	1.11341	98.8866	38.5246	3.80576	73621	30.6247	102.26	257.708	45	0.726932	10.5931	10.0645	1.25546	2	54.4345	16.7056	0.000210594	751.156	141.631	0.642656	250																										
1032	4.02136	29.9173	5.12881	8.26633	81.3971	0.0821392	2.82784	2.57792	13.0337	0.474998	72.7529	494.153	11.5329	112.665	7.73521	89.0935	22.9809	0.0631662	119052	1198.5	73520.8	155.266	0.163634	0.227911	6.3742	1.10685	98.8931	38.6418	3.78315	74028.1	30.5058	102.513	257.342	45	0.727267	10.5927	10.064	1.256	2	55.3094	16.62	0.000209872	763.685	143.471	0.653284	250																										
1040	4.02136	29.9172	5.14158	8.27043	81.5263	0.0821796	2.87187	2.57003	13.0149	0.475204	72.7833	494.183	11.5321	112.661	7.7388	89.1364	22.8911	0.0629505	119051	1195.26	73118	155.386	0.163713	0.226906	6.33633	1.10034	98.8997	38.7587	3.76067	74434	30.3866	102.757	256.985	45	0.727606	10.5924	10.0634	1.25656	2	56.1856	16.5363	0.000209156	776.247	145.302	0.663939	250																										
1048	4.02136	29.9171	5.15387	8.27458	81.656	0.0822204	2.91597	2.56229	12.9964	0.475411	72.8136	494.214	11.5314	112.658	7.74243	89.1794	22.8017	0.062736	119050	1192.02	72716.4	155.507	0.163794	0.225901	6.29868	1.09386	98.9061	38.8756	3.73833	74838.7	30.2674	102.991	256.637	45	0.727947	10.5921	10.0629	1.25711	2	57.0631	16.4545	0.000208443	788.84	147.123	0.674621	250																										
1056	4.02136	29.917	5.16569	8.27876	81.7862	0.0822615	2.96014	2.5547	12.9785	0.475621	72.844	494.244	11.5307	112.654	7.74609	89.2224	22.7128	0.0625229	119050	1188.76	72316	155.627	0.163875	0.224896	6.26126	1.08741	98.9126	38.9924	3.71611	75242.3	30.148	103.217	256.298	45	0.728291	10.5917	10.0623	1.25768	2	57.9416	16.3745	0.000207735	801.464	148.934	0.685327	250																										
1064	4.02136	29.9169	5.17704	8.28298	81.9168	0.0823029	3.00438	2.54726	12.961	0.475832	72.8745	494.275	11.5299	112.65	7.74978	89.2654	22.6245	0.0623112	119049	1185.51	71916.7	155.748	0.163956	0.223892	6.22406	1.08101	98.919	39.109	3.69404	75644.7	30.0285	103.433	255.967	45	0.728638	10.5914	10.0618	1.25824	2	58.8212	16.2963	0.000207032	814.117	150.736	0.696058	250																										
1072	4.02136	29.9168	5.18794	8.28723	82.0479	0.0823447	3.04868	2.53996	12.9439	0.476045	72.905	494.305	11.5292	112.646	7.7535	89.3084	22.5365	0.0621008	119048	1182.24	71518.7	155.868	0.164039	0.222888	6.18708	1.07464	98.9254	39.2255	3.67209	76045.9	29.9089	103.64	255.645	45	0.728988	10.591	10.0612	1.25882	2	59.7018	16.22	0.000206332	826.798	152.527	0.706812	250																										
1080	4.02136	29.9167	5.19839	8.29151	82.1793	0.0823868	3.09303	2.53282	12.9273	0.47626	72.9355	494.336	11.5284	112.643	7.75725	89.3514	22.4491	0.0618917	119048	1178.97	71121.8	155.989	0.164122	0.221884	6.15032	1.06831	98.9317	39.3418	3.65027	76445.9	29.7893	103.838	255.331	45	0.72934	10.5907	10.0606	1.25939	2	60.5832	16.1454	0.000205638	839.506	154.309	0.71759	250																										
1088	4.02136	29.9166	5.20839	8.29583	82.3112	0.0824293	3.13743	2.52582	12.9111	0.476477	72.9661	494.366	11.5277	112.639	7.76103	89.3944	22.3622	0.061684	119047	1175.69	70726.1	156.11	0.164206	0.220882	6.11377	1.06202	98.938	39.458	3.62858	76844.8	29.6696	104.027	255.025	45	0.729696	10.5903	10.06	1.25997	2	61.4654	16.0725	0.000204948	852.241	156.081	0.728389	250																										
1096	4.02136	29.9165	5.21795	8.30018	82.4434	0.0824721	3.18187	2.51897	12.8953	0.476696	72.9967	494.397	11.5269	112.635	7.76484	89.4374	22.2758	0.0614777	119046	1172.41	70331.6	156.23	0.16429	0.21988	6.07745	1.05576	98.9442	39.574	3.60702	77242.4	29.5499	104.208	254.727	45	0.730054	10.5899	10.0594	1.26056	2	62.3484	16.0013	0.000204262	865.002	157.842	0.739209	250																										
1104	4.02136	29.9164	5.22708	8.30457	82.576	0.0825153	3.22636	2.51226	12.8799	0.476916	73.0273	494.427	11.5262	112.631	7.76868	89.4804	22.1898	0.0612727	119045	1169.12	69938.2	156.351	0.164375	0.218879	6.04134	1.04954	98.9505	39.6899	3.58559	77638.9	29.4302	104.38	254.438	45	0.730415	10.5896	10.0589	1.26115	2	63.2321	15.9319	0.000203581	877.786	159.594	0.750049	250																										
1112	4.02136	29.9163	5.23578	8.30899	82.7089	0.0825587	3.27087	2.5057	12.865	0.477138	73.0579	494.458	11.5254	112.627	7.77254	89.5234	22.1044	0.0610691	119045	1165.83	69546.1	156.472	0.164461	0.21788	6.00544	1.04336	98.9566	39.8056	3.56429	78034.3	29.3105	104.544	254.156	45	0.730778	10.5892	10.0583	1.26174	2	64.1163	15.8641	0.000202904	890.595	161.335	0.760909	250																										
1120	4.02136	29.9162	5.24406	8.31344	82.8422	0.0826025	3.31542	2.49929	12.8504	0.477362	73.0885	494.488	11.5247	112.624	7.77644	89.5664	22.0195	0.0608668	119044	1162.52	69155.2	156.592	0.164548	0.216882	5.96976	1.03721	98.9628	39.9211	3.54311	78428.4	29.1908	104.7	253.882	45	0.731144	10.5889	10.0577	1.26234	2	65.0011	15.7979	0.000202232	903.426	163.066	0.771789	250																										
1128	4.02136	29.9161	5.25192	8.31792	82.9757	0.0826466	3.36	2.49301	12.8363	0.477588	73.1191	494.519	11.5239	112.62	7.78036	89.6093	21.935	0.0606659	119043	1159.22	68765.4	156.713	0.164635	0.215885	5.93429	1.0311	98.9689	40.0364	3.52206	78821.3	29.0712	104.847	253.616	45	0.731513	10.5885	10.0571	1.26294	2	65.8864	15.7333	0.000201565	916.28	164.787	0.782686	250																										
1136	4.02136	29.916	5.25937	8.32243	83.1094	0.082691	3.40459	2.48688	12.8226	0.477815	73.1497	494.55	11.5232	112.616	7.78431	89.6522	21.8511	0.0604664	119043	1155.9	68376.9	156.834	0.164723	0.21489	5.89903	1.02503	98.975	40.1516	3.50113	79213.1	28.9516	104.986	253.358	45	0.731884	10.5881	10.0564	1.26355	2	66.7721	15.6703	0.000200902	929.154	166.498	0.793602	250																										
1144	4.02136	29.9159	5.26642	8.32697	83.2435	0.0827357	3.44921	2.48089	12.8092	0.478043	73.1803	494.58	11.5224	112.612	7.78828	89.6951	21.7677	0.0602683	119042	1152.58	67989.5	156.954	0.164811	0.213897	5.86398	1.01899	98.981	40.2666	3.48033	79603.6	28.832	105.118	253.107	45	0.732258	10.5877	10.0558	1.26416	2	67.6581	15.6088	0.000200243	942.05	168.198	0.804534	250																										
1152	4.02136	29.9158	5.27307	8.33155	83.3778	0.0827807	3.49384	2.47505	12.7963	0.478274	73.2109	494.611	11.5216	112.608	7.79228	89.738	21.6847	0.0600715	119041	1149.25	67603.4	157.075	0.1649	0.212905	5.82914	1.01298	98.987	40.3813	3.45965	79993	28.7126	105.241	252.864	45	0.732634	10.5874	10.0552	1.26478	2	68.5445	15.5489	0.000199589	954.965	169.889	0.815483	250																										
1160	4.02136	29.9157	5.27933	8.33615	83.5123	0.082826	3.53847	2.46933	12.7837	0.478506	73.2414	494.641	11.5208	112.604	7.79631	89.7808	21.6023	0.059876	119040	1145.92	67218.4	157.195	0.164989	0.211915	5.79451	1.00701	98.993	40.4959	3.43909	80381.1	28.5932	105.357	252.628	45	0.733012	10.587	10.0546	1.26539	2	69.4311	15.4904	0.00019894	967.9	171.568	0.826448	250																										
1168	4.02136	29.9156	5.2852	8.34078	83.647	0.0828717	3.58312	2.46376	12.7715	0.478739	73.272	494.672	11.5201	112.6	7.80036	89.8235	21.5204	0.0596819	119039	1142.58	66834.7	157.315	0.16508	0.210927	5.76008	1.00108	98.9989	40.6102	3.41866	80768.1	28.474	105.465	252.399	45	0.733394	10.5866	10.054	1.26602	2	70.3179	15.4334	0.000198295	980.853	173.238	0.837429	250																										
1176	4.02136	29.9155	5.29069	8.34545	83.782	0.0829176	3.62777	2.45832	12.7597	0.478975	73.3025	494.703	11.5193	112.596	7.80444	89.8662	21.439	0.0594892	119039	1139.24	66452.1	157.435	0.16517	0.209942	5.72586	0.995179	99.0048	40.7244	3.39835	81153.9	28.3548	105.566	252.178	45	0.733777	10.5862	10.0534	1.26664	2	71.2048	15.3779	0.000197655	993.824	174.897	0.848425	250																										
1184	4.02136	29.9154	5.2958	8.35014	83.9171	0.0829637	3.67242	2.45302	12.7482	0.479211	73.333	494.733	11.5185	112.591	7.80854	89.9089	21.3581	0.0592979	119038	1135.89	66070.8	157.555	0.165262	0.208958	5.69184	0.989313	99.0107	40.8383	3.37816	81538.5	28.2358	105.659	251.963	45	0.734163	10.5858	10.0527	1.26728	2	72.0919	15.3237	0.000197019	1006.81	176.546	0.859435	250																										
1192	4.02136	29.9153	5.30054	8.35486	84.0524	0.0830102	3.71707	2.44784	12.7371	0.479449	73.3635	494.764	11.5177	112.587	7.81267	89.9515	21.2777	0.0591078	119037	1132.53	65690.7	157.675	0.165354	0.207976	5.65802	0.983482	99.0165	40.952	3.35809	81921.9	28.1169	105.745	251.756	45	0.734551	10.5854	10.0521	1.26791	2	72.979	15.2709	0.000196387	1019.82	178.185	0.870459	250																										
1200	4.02136	29.9152	5.30491	8.35961	84.1879	0.083057	3.76171	2.4428	12.7264	0.479689	73.394	494.794	11.517	112.583	7.81682	89.994	21.1978	0.0589192	119036	1129.17	65311.7	157.795	0.165446	0.206997	5.6244	0.977685	99.0223	41.0654	3.33813	82304	27.9982	105.824	251.555	45	0.734941	10.5851	10.0515	1.26855	2	73.8661	15.2195	0.00019576	1032.84	179.814	0.881497	250																										
1208	4.02136	29.9151	5.30892	8.36439	84.3235	0.083104	3.80634	2.43789	12.716	0.479931	73.4244	494.824	11.5162	112.579	7.821	90.0365	21.1184	0.0587318	119036	1125.8	64934	157.914	0.165539	0.206019	5.59098	0.971922	99.0281	41.1786	3.3183	82685	27.8796	105.895	251.362	45	0.735334	10.5847	10.0508	1.26919	2	74.7532	15.1693	0.000195138	1045.88	181.432	0.892548	250																										
1216	4.02136	29.915	5.31258	8.36919	84.4592	0.0831514	3.85096	2.4331	12.706	0.480173	73.4548	494.855	11.5154	112.575	7.8252	90.0789	21.0395	0.0585458	119035	1122.42	64557.5	158.034	0.165633	0.205045	5.55776	0.966192	99.0338	41.2915	3.29858	83064.8	27.7612	105.96	251.175	45	0.735729	10.5843	10.0502	1.26984	2	75.6403	15.1205	0.00019452	1058.93	183.04	0.903611	250																										
1224	4.02136	29.9149	5.31589	8.37403	84.5952	0.083199	3.89556	2.42845	12.6963	0.480418	73.4851	494.885	11.5146	112.571	7.82943	90.1212	20.9611	0.0583611	119034	1119.04	64182.2	158.153	0.165727	0.204072	5.52474	0.960496	99.0395	41.4042	3.27899	83443.3	27.6429	106.018	250.994	45	0.736127	10.5839	10.0495	1.27049	2	76.5272	15.0729	0.000193906	1072	184.638	0.914687	250																										
1232	4.02136	29.9148	5.31885	8.37889	84.7312	0.0832468	3.94015	2.42391	12.687	0.480663	73.5155	494.915	11.5138	112.566	7.83368	90.1635	20.8831	0.0581778	119033	1115.65	63808.1	158.272	0.165822	0.203103	5.49192	0.954834	99.0452	41.5167	3.2595	83820.7	27.5249	106.069	250.82	45	0.736526	10.5835	10.0489	1.27114	2	77.414	15.0266	0.000193297	1085.08	186.226	0.925775	250																										
1240	4.02136	29.9147	5.32147	8.38378	84.8673	0.083295	3.98472	2.4195	12.678	0.480911	73.5457	494.946	11.513	112.562	7.83795	90.2057	20.8057	0.0579958	119032	1112.26	63435.3	158.391	0.165917	0.202135	5.45929	0.949204	99.0508	41.6288	3.24014	84196.8	27.407	106.113	250.653	45	0.736928	10.5831	10.0482	1.2718	2	78.3006	14.9815	0.000192692	1098.17	187.804	0.936874	250																										
1248	4.02136	29.9146	5.32375	8.3887	85.0036	0.0833434	4.02926	2.41521	12.6693	0.481159	73.5759	494.976	11.5122	112.558	7.84225	90.2478	20.7288	0.0578151	119032	1108.86	63063.6	158.51	0.166013	0.201171	5.42685	0.943607	99.0564	41.7407	3.22089	84571.8	27.2893	106.151	250.492	45	0.737332	10.5827	10.0475	1.27246	2	79.1869	14.9376	0.000192092	1111.28	189.372	0.947984	250																										
1256	4.02136	29.9145	5.32571	8.39365	85.1399	0.0833921	4.07378	2.41104	12.6609	0.481409	73.6061	495.006	11.5114	112.553	7.84657	90.2899	20.6524	0.0576357	119031	1105.46	62693.2	158.628	0.166109	0.200209	5.39461	0.938043	99.062	41.8523	3.20175	84945.5	27.1719	106.182	250.337	45	0.737739	10.5823	10.0469	1.27312	2	80.073	14.8949	0.000191495	1124.4	190.93	0.959105	250																										
1264	4.02136	29.9144	5.32734	8.39862	85.2764	0.0834411	4.11828	2.40698	12.6529	0.481661	73.6362	495.036	11.5106	112.549	7.85092	90.3318	20.5764	0.0574575	119030	1102.05	62324	158.746	0.166206	0.199249	5.36255	0.932512	99.0675	41.9636	3.18273	85318	27.0546	106.207	250.188	45	0.738147	10.5819	10.0462	1.27379	2	80.9588	14.8532	0.000190904	1137.54	192.477	0.970237	250																										
1272	4.02136	29.9143	5.32865	8.40362	85.4129	0.0834903	4.16274	2.40305	12.6452	0.481914	73.6663	495.066	11.5098	112.545	7.85529	90.3737	20.501	0.0572807	119029	1098.63	61956	158.864	0.166304	0.198293	5.33069	0.927013	99.073	42.0746	3.16381	85689.3	26.9376	106.225	250.046	45	0.738558	10.5814	10.0455	1.27446	2	81.8443	14.8127	0.000190316	1150.68	194.015	0.981378	250																										
1280	4.02136	29.9142	5.32964	8.40864	85.5495	0.0835398	4.20718	2.39922	12.6378	0.482168	73.6963	495.096	11.509	112.54	7.85968	90.4155	20.426	0.0571052	119028	1095.21	61589.2	158.982	0.166402	0.197339	5.29902	0.921546	99.0785	42.1853	3.14502	86059.4	26.8208	106.238	249.909	45	0.738971	10.581	10.0449	1.27514	2	82.7294	14.7733	0.000189733	1163.84	195.543	0.99253	250																										
1288	4.02136	29.9141	5.33033	8.4137	85.6862	0.0835896	4.25158	2.39551	12.6307	0.482424	73.7263	495.126	11.5082	112.536	7.86409	90.4572	20.3515	0.0569309	119027	1091.78	61223.7	159.099	0.1665	0.196389	5.26753	0.916112	99.0839	42.2957	3.12633	86428.3	26.7042	106.244	249.779	45	0.739386	10.5806	10.0442	1.27581	2	83.6141	14.735	0.000189154	1177.01	197.062	1.00369	250																										
1296	4.02136	29.9139	5.3307	8.41878	85.8229	0.0836396	4.29594	2.39191	12.6239	0.482681	73.7562	495.156	11.5074	112.531	7.86853	90.4988	20.2775	0.056758	119027	1088.35	60859.3	159.217	0.166599	0.195441	5.23624	0.910709	99.0893	42.4057	3.10776	86795.9	26.5879	106.244	249.654	45	0.739803	10.5802	10.0435	1.2765	2	84.4984	14.6977	0.000188579	1190.19	198.57	1.01486	250																										
1304	4.02136	29.9138	5.33078	8.42388	85.9597	0.0836899	4.34027	2.38842	12.6174	0.48294	73.786	495.186	11.5066	112.527	7.87299	90.5403	20.204	0.0565862	119026	1084.91	60496.2	159.334	0.166699	0.194496	5.20513	0.905337	99.0947	42.5155	3.08929	87162.3	26.4718	106.238	249.535	45	0.740223	10.5798	10.0428	1.27718	2	85.3823	14.6614	0.000188008	1203.38	200.069	1.02604	250																										
1312	4.02136	29.9137	5.33055	8.42902	86.0965	0.0837404	4.38457	2.38503	12.6112	0.4832	73.8158	495.216	11.5058	112.523	7.87747	90.5818	20.1309	0.0564158	119025	1081.46	60134.4	159.451	0.166799	0.193554	5.1742	0.899997	99.1	42.6249	3.07094	87527.6	26.3559	106.227	249.422	45	0.740644	10.5794	10.0421	1.27787	2	86.2657	14.6261	0.000187442	1216.58	201.558	1.03723	250																										
1320	4.02136	29.9136	5.33004	8.43418	86.2334	0.0837913	4.42882	2.38175	12.6053	0.483462	73.8455	495.246	11.505	112.518	7.88198	90.6231	20.0583	0.0562466	119024	1078.01	59773.7	159.567	0.1669	0.192615	5.14346	0.894689	99.1053	42.734	3.05269	87891.5	26.2404	106.209	249.314	45	0.741068	10.5789	10.0414	1.27856	2	87.1485	14.5918	0.00018688	1229.8	203.037	1.04843	250																										
1328	4.02136	29.9135	5.32923	8.43936	86.3703	0.0838423	4.47303	2.37858	12.5997	0.483725	73.8752	495.275	11.5042	112.513	7.88651	90.6643	19.9862	0.0560786	119023	1074.56	59414.3	159.683	0.167001	0.191679	5.1129	0.889411	99.1106	42.8427	3.03455	88254.3	26.125	106.186	249.212	45	0.741494	10.5785	10.0407	1.27926	2	88.0309	14.5585	0.000186322	1243.02	204.507	1.05963	250																										
1336	4.02136	29.9134	5.32814	8.44458	86.5073	0.0838937	4.51719	2.3755	12.5944	0.483989	73.9048	495.305	11.5033	112.509	7.89106	90.7055	19.9145	0.0559119	119022	1071.1	59056.1	159.799	0.167103	0.190746	5.08252	0.884165	99.1158	42.9511	3.01652	88615.8	26.01	106.158	249.115	45	0.741922	10.5781	10.04	1.27996	2	88.9126	14.526	0.000185768	1256.25	205.968	1.07084	250																										
1344	4.02136	29.9133	5.32677	8.44981	86.6443	0.0839453	4.56132	2.37253	12.5893	0.484254	73.9343	495.334	11.5025	112.504	7.89563	90.7465	19.8433	0.0557464	119021	1067.63	58699.2	159.915	0.167205	0.189816	5.05232	0.878949	99.1211	43.0591	2.9986	88976.1	25.8952	106.124	249.024	45	0.742352	10.5776	10.0393	1.28066	2	89.7938	14.4945	0.000185218	1269.49	207.419	1.08206	250																										
1352	4.02136	29.9131	5.32513	8.45508	86.7813	0.0839971	4.60539	2.36966	12.5845	0.484522	73.9637	495.364	11.5017	112.5	7.90023	90.7875	19.7726	0.0555821	119021	1064.16	58343.5	160.03	0.167307	0.18889	5.0223	0.873763	99.1262	43.1667	2.98078	89335.2	25.7807	106.084	248.938	45	0.742784	10.5772	10.0386	1.28137	2	90.6744	14.4639	0.000184672	1282.74	208.86	1.09329	250																										
1360	4.02136	29.913	5.32322	8.46037	86.9184	0.0840492	4.64942	2.36688	12.58	0.48479	73.9931	495.393	11.5009	112.495	7.90485	90.8283	19.7023	0.055419	119020	1060.68	57989	160.146	0.167411	0.187966	4.99246	0.868608	99.1314	43.274	2.96307	89693.1	25.6665	106.039	248.857	45	0.743218	10.5768	10.0379	1.28208	2	91.5544	14.4341	0.00018413	1295.99	210.293	1.10453	250																										
1368	4.02136	29.9129	5.32103	8.46569	87.0554	0.0841016	4.6934	2.3642	12.5758	0.48506	74.0224	495.422	11.5001	112.491	7.90949	90.869	19.6325	0.0552571	119019	1057.2	57635.7	160.26	0.167514	0.187046	4.9628	0.863483	99.1365	43.3808	2.94547	90049.7	25.5526	105.989	248.782	45	0.743655	10.5763	10.0372	1.28279	2	92.4337	14.4052	0.000183592	1309.26	211.716	1.11577	250																										
1376	4.02136	29.9128	5.31859	8.47103	87.1925	0.0841543	4.73733	2.36161	12.5718	0.485331	74.0517	495.452	11.4992	112.486	7.91416	90.9096	19.5631	0.0550964	119018	1053.71	57283.7	160.375	0.167619	0.186129	4.93331	0.858389	99.1416	43.4873	2.92797	90405.1	25.4389	105.934	248.711	45	0.744093	10.5759	10.0365	1.28351	2	93.3123	14.3771	0.000183058	1322.54	213.13	1.12702	250																										
1384	4.02136	29.9127	5.31589	8.4764	87.3296	0.0842071	4.78121	2.35911	12.5681	0.485604	74.0809	495.481	11.4984	112.481	7.91884	90.9502	19.4942	0.0549369	119017	1050.21	56932.9	160.489	0.167724	0.185215	4.904	0.853324	99.1467	43.5934	2.91057	90759.2	25.3256	105.874	248.646	45	0.744534	10.5755	10.0358	1.28423	2	94.1902	14.3498	0.000182528	1335.82	214.534	1.13827	250																										
1392	4.02136	29.9126	5.31293	8.4818	87.4667	0.0842603	4.82503	2.35671	12.5646	0.485878	74.1099	495.51	11.4976	112.476	7.92355	90.9906	19.4257	0.0547786	119016	1046.71	56583.4	160.603	0.167829	0.184304	4.87486	0.848288	99.1517	43.6991	2.89328	91112.2	25.2125	105.809	248.585	45	0.744977	10.575	10.0351	1.28495	2	95.0674	14.3234	0.000182002	1349.11	215.93	1.14953	250																										
1400	4.02136	29.9124	5.30972	8.48722	87.6038	0.0843137	4.86881	2.35439	12.5614	0.486153	74.139	495.539	11.4968	112.472	7.92828	91.0309	19.3577	0.0546215	119015	1043.21	56235.1	160.717	0.167935	0.183397	4.8459	0.843283	99.1567	43.8044	2.87609	91463.9	25.0998	105.739	248.529	45	0.745422	10.5746	10.0343	1.28568	2	95.9439	14.2977	0.00018148	1362.41	217.317	1.1608	250																										
1408	4.02136	29.9123	5.30626	8.49267	87.741	0.0843674	4.91252	2.35216	12.5585	0.48643	74.1679	495.568	11.4959	112.467	7.93304	91.071	19.29	0.0544655	119014	1039.7	55888.1	160.83	0.168041	0.182493	4.81711	0.838306	99.1617	43.9092	2.859	91814.3	24.9873	105.663	248.478	45	0.745869	10.5741	10.0336	1.28641	2	96.8196	14.2727	0.000180961	1375.71	218.695	1.17208	250																										
1416	4.02136	29.9122	5.30256	8.49815	87.8781	0.0844213	4.95619	2.35002	12.5557	0.486708	74.1968	495.597	11.4951	112.462	7.93782	91.1111	19.2229	0.0543106	119014	1036.19	55542.3	160.943	0.168148	0.181592	4.78848	0.833359	99.1666	44.0136	2.84201	92163.5	24.8752	105.584	248.432	45	0.746318	10.5737	10.0329	1.28714	2	97.6945	14.2485	0.000180447	1389.02	220.064	1.18336	250																										
1424	4.02136	29.9121	5.29862	8.50365	88.0152	0.0844755	4.99979	2.34796	12.5533	0.486988	74.2256	495.626	11.4943	112.457	7.94262	91.1511	19.1561	0.0541569	119013	1032.67	55197.7	161.056	0.168255	0.180695	4.76003	0.828441	99.1716	44.1176	2.82512	92511.5	24.7633	105.499	248.39	45	0.746769	10.5732	10.0321	1.28788	2	98.5687	14.225	0.000179936	1402.34	221.424	1.19465	250																										
1432	4.02136	29.912	5.29445	8.50918	88.1524	0.08453	5.04334	2.34598	12.551	0.487269	74.2543	495.654	11.4934	112.453	7.94744	91.1909	19.0898	0.0540044	119012	1029.14	54854.4	161.168	0.168363	0.179801	4.73175	0.823551	99.1764	44.2211	2.80834	92858.3	24.6518	105.41	248.353	45	0.747223	10.5728	10.0314	1.28862	2	99.442	14.2022	0.000179429	1415.67	222.775	1.20594	250																										
1440	4.02136	29.9118	5.29004	8.51473	88.2895	0.0845847	5.08683	2.34409	12.549	0.487551	74.2829	495.683	11.4926	112.448	7.95229	91.2307	19.0239	0.053853	119011	1025.61	54512.3	161.281	0.168472	0.17891	4.70364	0.818691	99.1813	44.3242	2.79165	93203.8	24.5406	105.316	248.321	45	0.747679	10.5723	10.0306	1.28936	2	100.314	14.1801	0.000178926	1429	224.118	1.21724	250																										
1448	4.02136	29.9117	5.28541	8.52032	88.4267	0.0846397	5.13026	2.34227	12.5473	0.487835	74.3114	495.711	11.4917	112.443	7.95716	91.2703	18.9585	0.0537026	119010	1022.08	54171.5	161.392	0.168581	0.178022	4.67569	0.813859	99.1861	44.4268	2.77507	93548	24.4297	105.218	248.293	45	0.748136	10.5719	10.0299	1.29011	2	101.186	14.1587	0.000178427	1442.34	225.452	1.22854	250																										
1456	4.02136	29.9116	5.28055	8.52593	88.5638	0.0846949	5.17363	2.34054	12.5457	0.48812	74.3399	495.74	11.4909	112.438	7.96205	91.3098	18.8934	0.0535534	119009	1018.54	53831.9	161.504	0.16869	0.177138	4.64791	0.809055	99.1909	44.529	2.75858	93891	24.3191	105.116	248.269	45	0.748596	10.5714	10.0291	1.29086	2	102.057	14.1379	0.000177931	1455.69	226.778	1.23985	250																										
1464	4.02136	29.9115	5.27548	8.53156	88.7009	0.0847504	5.21694	2.33888	12.5444	0.488407	74.3683	495.768	11.4901	112.433	7.96696	91.3492	18.8288	0.0534054	119008	1014.99	53493.6	161.615	0.1688	0.176258	4.62029	0.804279	99.1957	44.6307	2.74219	94232.8	24.2089	105.009	248.25	45	0.749058	10.5709	10.0284	1.29161	2	102.927	14.1178	0.000177439	1469.04	228.095	1.25116	250																										
1472	4.02136	29.9114	5.27018	8.53723	88.8381	0.0848062	5.26018	2.33729	12.5433	0.488695	74.3966	495.797	11.4892	112.428	7.9719	91.3885	18.7646	0.0532584	119007	1011.45	53156.5	161.726	0.168911	0.17538	4.59284	0.799531	99.2005	44.7319	2.72589	94573.3	24.099	104.898	248.235	45	0.749523	10.5705	10.0276	1.29237	2	103.796	14.0983	0.00017695	1482.4	229.404	1.26248	250																										
1480	4.02136	29.9112	5.26467	8.54292	88.9752	0.0848623	5.30337	2.33578	12.5424	0.488985	74.4248	495.825	11.4884	112.423	7.97686	91.4276	18.7008	0.0531125	119006	1007.89	52820.7	161.836	0.169022	0.174507	4.56555	0.794811	99.2052	44.8326	2.7097	94912.6	23.9894	104.782	248.224	45	0.749989	10.57	10.0269	1.29313	2	104.664	14.0794	0.000176465	1495.76	230.704	1.27381	250																										
1488	4.02136	29.9111	5.25895	8.54864	89.1124	0.0849186	5.34649	2.33434	12.5417	0.489276	74.453	495.853	11.4875	112.418	7.98185	91.4667	18.6374	0.0529676	119005	1004.33	52486.1	161.946	0.169133	0.173636	4.53843	0.790119	99.2099	44.9328	2.6936	95250.6	23.8801	104.663	248.217	45	0.750458	10.5695	10.0261	1.2939	2	105.531	14.0611	0.000175984	1509.13	231.997	1.28514	250																										
1496	4.02136	29.911	5.25302	8.55438	89.2495	0.0849752	5.38955	2.33298	12.5413	0.489568	74.481	495.881	11.4867	112.413	7.98686	91.5056	18.5743	0.0528239	119004	1000.77	52152.8	162.056	0.169245	0.172769	4.51146	0.785454	99.2145	45.0325	2.67759	95587.4	23.7712	104.539	248.214	45	0.750929	10.5691	10.0253	1.29467	2	106.397	14.0433	0.000175507	1522.51	233.281	1.29647	250																										
1504	4.02136	29.9109	5.24689	8.56015	89.3866	0.085032	5.43254	2.33168	12.541	0.489862	74.509	495.909	11.4858	112.408	7.99189	91.5444	18.5117	0.0526812	119003	997.201	51820.7	162.166	0.169358	0.171905	4.48466	0.780817	99.2192	45.1317	2.66169	95923	23.6626	104.412	248.216	45	0.751402	10.5686	10.0246	1.29544	2	107.262	14.0262	0.000175032	1535.89	234.557	1.30781	250																										
