Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
915	44.0532	0.82555	8.14528	0.490705	0.538467	588.476	367.471	9.9904	250.018	49.3471	70.5068	0.146124	6.45792	3.2427	0.0278048	0.0179204	4.29733	7.07001	4.99199	0.234735	0.0646449	0.00931878	0.0085074	0.00270095	99.9974	0.00257749	120	1.23E-05	0.000281597	999.946	0.0330022	798.117	26.8468	7	2.4	11.4
918	42.9406	0.823108	8.15004	0.489724	0.537133	592.525	364.534	9.99044	250.018	49.5094	70.3448	0.145735	6.46709	3.23436	0.0277331	0.0178875	4.2802	7.05702	4.97365	0.234131	0.0644219	0.0092816	0.0084735	0.00269248	99.9974	0.0025783	120	1.23E-05	0.000281595	999.946	0.0331143	798.122	26.8897	7	2.4	11.4
921	41.8465	0.820672	8.15478	0.488744	0.5358	596.579	361.575	9.99047	250.018	49.6714	70.1832	0.145347	6.47624	3.22603	0.0276615	0.0178546	4.26316	7.04406	4.95538	0.233528	0.0641997	0.0092446	0.00843976	0.00268404	99.9974	0.0025791	120	1.23E-05	0.000281593	999.946	0.0332269	798.127	26.9324	7	2.4	11.4
924	40.7709	0.818241	8.15952	0.487765	0.53447	600.636	358.593	9.99051	250.018	49.8331	70.022	0.144961	6.48538	3.21772	0.02759	0.0178218	4.24619	7.03112	4.93719	0.232926	0.0639783	0.00920776	0.00840618	0.00267564	99.9974	0.00257991	120	1.23E-05	0.000281591	999.946	0.0333398	798.132	26.975	7	2.4	11.4
927	39.7135	0.815817	8.16426	0.486785	0.533141	604.697	355.589	9.99055	250.018	49.9943	69.8611	0.144575	6.4945	3.20942	0.0275186	0.0177891	4.2293	7.01822	4.91907	0.232326	0.0637578	0.0091711	0.00837276	0.00266728	99.9974	0.00258071	120	1.23E-05	0.00028159	999.946	0.0334531	798.137	27.0173	7	2.4	11.4
930	38.6744	0.813397	8.16898	0.485807	0.531814	608.762	352.564	9.99058	250.018	50.1553	69.7006	0.14419	6.5036	3.20114	0.0274474	0.0177565	4.21249	7.00534	4.90103	0.231726	0.0635382	0.00913461	0.00833949	0.00265896	99.9974	0.00258151	120	1.23E-05	0.000281588	999.946	0.0335668	798.142	27.0595	7	2.4	11.4
933	37.6533	0.810984	8.1737	0.484828	0.53049	612.83	349.517	9.99062	250.018	50.3158	69.5404	0.143807	6.51268	3.19287	0.0273763	0.0177239	4.19576	6.99249	4.88305	0.231127	0.0633193	0.00909829	0.00830637	0.00265068	99.9974	0.00258231	120	1.23E-05	0.000281586	999.946	0.0336808	798.146	27.1016	7	2.4	11.4
936	36.6503	0.808576	8.17841	0.48385	0.529167	616.9	346.45	9.99066	250.018	50.4761	69.3805	0.143424	6.52175	3.18462	0.0273054	0.0176914	4.1791	6.97967	4.86515	0.23053	0.0631014	0.00906213	0.00827341	0.00264244	99.9974	0.00258311	120	1.23E-05	0.000281584	999.946	0.0337952	798.151	27.1435	7	2.4	11.4
939	35.6651	0.806174	8.18311	0.482873	0.527846	620.972	343.363	9.99069	250.018	50.636	69.221	0.143043	6.5308	3.17638	0.0272346	0.017659	4.16253	6.96687	4.84733	0.229934	0.0628843	0.00902615	0.00824061	0.00263424	99.9974	0.00258391	120	1.23E-05	0.000281583	999.946	0.03391	798.156	27.1852	7	2.4	11.4
942	34.6976	0.803777	8.1878	0.481895	0.526527	625.047	340.256	9.99073	250.018	50.7955	69.0618	0.142663	6.53983	3.16816	0.0271639	0.0176266	4.14603	6.95411	4.82957	0.229339	0.062668	0.00899034	0.00820796	0.00262607	99.9974	0.00258471	120	1.23E-05	0.000281581	999.946	0.0340252	798.161	27.2267	7	2.4	11.4
945	33.7478	0.801386	8.19248	0.480919	0.525211	629.123	337.13	9.99076	250.018	50.9547	68.903	0.142283	6.54884	3.15996	0.0270933	0.0175943	4.1296	6.94137	4.81189	0.228745	0.0624525	0.00895469	0.00817546	0.00261795	99.9974	0.0025855	120	1.23E-05	0.000281579	999.946	0.0341407	798.165	27.2681	7	2.4	11.4
948	32.8155	0.799001	8.19716	0.479942	0.523896	633.199	333.985	9.9908	250.018	51.1135	68.7446	0.141905	6.55784	3.15177	0.0270229	0.0175621	4.11325	6.92866	4.79427	0.228152	0.0622379	0.00891921	0.00814312	0.00260986	99.9974	0.0025863	120	1.23E-05	0.000281577	999.946	0.0342566	798.17	27.3093	7	2.4	11.4
951	31.9006	0.796622	8.20183	0.478967	0.522583	637.277	330.822	9.99083	250.018	51.272	68.5864	0.141528	6.56682	3.14359	0.0269526	0.01753	4.09698	6.91598	4.77673	0.22756	0.062024	0.0088839	0.00811092	0.00260181	99.9974	0.00258709	120	1.23E-05	0.000281575	999.946	0.0343729	798.175	27.3503	7	2.4	11.4
954	31.003	0.794248	8.20649	0.477991	0.521272	641.355	327.642	9.99087	250.017	51.4302	68.4287	0.141152	6.57578	3.13544	0.0268824	0.0174979	4.08079	6.90333	4.75926	0.226969	0.061811	0.00884874	0.00807887	0.00259379	99.9974	0.00258788	120	1.23E-05	0.000281573	999.946	0.0344896	798.18	27.3912	7	2.4	11.4
957	30.1226	0.791879	8.21114	0.477017	0.519963	645.432	324.445	9.9909	250.017	51.588	68.2712	0.140776	6.58473	3.12729	0.0268124	0.0174659	4.06466	6.89071	4.74186	0.22638	0.0615989	0.00881374	0.00804697	0.00258581	99.9974	0.00258867	120	1.23E-05	0.000281572	999.946	0.0346067	798.184	27.432	7	2.4	11.4
960	29.2591	0.789517	8.21578	0.476042	0.518656	649.51	321.231	9.99094	250.017	51.7455	68.1141	0.140402	6.59366	3.11916	0.0267425	0.017434	4.04862	6.87811	4.72453	0.225791	0.0613875	0.00877891	0.00801521	0.00257787	99.9974	0.00258946	120	1.23E-05	0.00028157	999.946	0.0347242	798.189	27.4725	7	2.4	11.4
963	28.4126	0.78716	8.22042	0.475069	0.517352	653.586	318.002	9.99097	250.017	51.9026	67.9574	0.140029	6.60257	3.11105	0.0266728	0.0174021	4.03264	6.86554	4.70727	0.225204	0.0611769	0.00874424	0.0079836	0.00256997	99.9974	0.00259025	120	1.23E-05	0.000281568	999.946	0.034842	798.194	27.5129	7	2.4	11.4
966	27.5828	0.784809	8.22505	0.474095	0.516049	657.66	314.757	9.99101	250.017	52.0594	67.801	0.139657	6.61146	3.10295	0.0266032	0.0173703	4.01674	6.853	4.69008	0.224618	0.0609672	0.00870973	0.00795215	0.0025621	99.9974	0.00259104	120	1.23E-05	0.000281566	999.946	0.0349603	798.198	27.5532	7	2.4	11.4
969	26.7697	0.782463	8.22967	0.473123	0.514748	661.733	311.497	9.99104	250.017	52.2158	67.6449	0.139286	6.62034	3.09487	0.0265337	0.0173386	4.00092	6.84048	4.67296	0.224032	0.0607582	0.00867539	0.00792084	0.00255427	99.9974	0.00259182	120	1.23E-05	0.000281564	999.945	0.0350789	798.203	27.5933	7	2.4	11.4
972	25.9731	0.780123	8.23428	0.47215	0.51345	665.804	308.223	9.99108	250.017	52.3719	67.4892	0.138916	6.62919	3.08681	0.0264643	0.0173069	3.98516	6.828	4.6559	0.223449	0.06055	0.0086412	0.00788968	0.00254648	99.9974	0.00259261	120	1.23E-05	0.000281562	999.945	0.0351979	798.208	27.6332	7	2.4	11.4
975	25.1928	0.777789	8.23888	0.471179	0.512153	669.871	304.936	9.99111	250.017	52.5276	67.3338	0.138547	6.63804	3.07876	0.0263951	0.0172754	3.96948	6.81554	4.63892	0.222866	0.0603427	0.00860717	0.00785865	0.00253872	99.9974	0.00259339	120	1.23E-05	0.000281561	999.945	0.0353173	798.212	27.673	7	2.4	11.4
978	24.4288	0.77546	8.24347	0.470208	0.510858	673.935	301.636	9.99115	250.017	52.6831	67.1788	0.138179	6.64686	3.07072	0.026326	0.0172438	3.95387	6.80311	4.622	0.222284	0.0601361	0.00857329	0.00782777	0.002531	99.9974	0.00259417	120	1.23E-05	0.000281559	999.945	0.0354371	798.217	27.7126	7	2.4	11.4
981	23.6809	0.773137	8.24806	0.469237	0.509566	677.996	298.323	9.99118	250.017	52.8381	67.0241	0.137812	6.65566	3.0627	0.0262571	0.0172124	3.93834	6.79071	4.60516	0.221703	0.0599303	0.00853956	0.00779702	0.00252331	99.9974	0.00259495	120	1.23E-05	0.000281557	999.945	0.0355573	798.222	27.7521	7	2.4	11.4
984	22.9488	0.77082	8.25264	0.468267	0.508275	682.052	294.999	9.99121	250.017	52.9929	66.8697	0.137446	6.66445	3.0547	0.0261883	0.017181	3.92287	6.77833	4.58838	0.221124	0.0597253	0.008506	0.00776642	0.00251566	99.9974	0.00259573	120	1.23E-05	0.000281556	999.945	0.0356778	798.226	27.7914	7	2.4	11.4
987	22.2326	0.768508	8.25721	0.467298	0.506987	686.104	291.663	9.99125	250.017	53.1472	66.7157	0.137081	6.67322	3.04671	0.0261196	0.0171497	3.90748	6.76598	4.57166	0.220546	0.0595211	0.00847258	0.00773596	0.00250804	99.9974	0.0025965	120	1.23E-05	0.000281554	999.945	0.0357988	798.231	27.8305	7	2.4	11.4
990	21.532	0.766202	8.26177	0.466329	0.505701	690.15	288.317	9.99128	250.017	53.3013	66.562	0.136717	6.68198	3.03874	0.0260511	0.0171185	3.89215	6.75366	4.55502	0.219969	0.0593176	0.00843932	0.00770564	0.00250046	99.9974	0.00259728	120	1.23E-05	0.000281552	999.945	0.0359202	798.236	27.8695	7	2.4	11.4
993	20.847	0.763902	8.26632	0.465361	0.504416	694.191	284.962	9.99131	250.017	53.455	66.4086	0.136354	6.69071	3.03078	0.0259827	0.0170873	3.8769	6.74136	4.53844	0.219392	0.0591149	0.00840622	0.00767547	0.00249291	99.9974	0.00259805	120	1.23E-05	0.00028155	999.945	0.036042	798.24	27.9084	7	2.4	11.4
996	20.1772	0.761608	8.27086	0.464393	0.503134	698.226	281.597	9.99135	250.017	53.6084	66.2556	0.135992	6.69943	3.02284	0.0259144	0.0170562	3.86171	6.7291	4.52193	0.218818	0.058913	0.00837326	0.00764543	0.0024854	99.9974	0.00259883	120	1.23E-05	0.000281548	999.945	0.0361641	798.245	27.947	7	2.4	11.4
999	19.5227	0.759319	8.2754	0.463426	0.501854	702.254	278.224	9.99138	250.017	53.7614	66.103	0.135631	6.70813	3.01491	0.0258463	0.0170252	3.8466	6.71685	4.50548	0.218244	0.0587119	0.00834046	0.00761552	0.00247792	99.9974	0.0025996	120	1.23E-05	0.000281547	999.945	0.0362867	798.25	27.9856	7	2.4	11.4
1002	18.8832	0.757036	8.27993	0.46246	0.500576	706.274	274.843	9.99141	250.017	53.9141	65.9506	0.135271	6.71681	3.007	0.0257783	0.0169942	3.83155	6.70464	4.4891	0.217671	0.0585115	0.0083078	0.00758576	0.00247048	99.9974	0.00260037	120	1.23E-05	0.000281545	999.945	0.0364096	798.254	28.024	7	2.4	11.4
1005	18.2586	0.754758	8.28445	0.461494	0.499301	710.287	271.455	9.99144	250.017	54.0665	65.7986	0.134912	6.72548	2.99911	0.0257104	0.0169634	3.81657	6.69245	4.47279	0.2171	0.0583119	0.0082753	0.00755613	0.00246307	99.9974	0.00260114	120	1.23E-05	0.000281543	999.945	0.036533	798.259	28.0622	7	2.4	11.4
1008	17.6486	0.752486	8.28896	0.460529	0.498027	714.291	268.06	9.99148	250.017	54.2185	65.647	0.134554	6.73413	2.99123	0.0256427	0.0169325	3.80167	6.68029	4.45654	0.216529	0.058113	0.00824294	0.00752663	0.00245569	99.9974	0.00260191	120	1.23E-05	0.000281541	999.945	0.0366568	798.263	28.1003	7	2.4	11.4
1011	17.0533	0.75022	8.29346	0.459565	0.496755	718.287	264.66	9.99151	250.017	54.3702	65.4956	0.134197	6.74276	2.98337	0.0255751	0.0169018	3.78682	6.66816	4.44036	0.21596	0.0579149	0.00821073	0.00749727	0.00244835	99.9974	0.00260267	120	1.23E-05	0.00028154	999.945	0.0367809	798.268	28.1383	7	2.4	11.4
1014	16.4723	0.747959	8.29795	0.458601	0.495486	722.273	261.255	9.99154	250.017	54.5215	65.3447	0.133841	6.75137	2.97552	0.0255076	0.0168711	3.77205	6.65605	4.42424	0.215392	0.0577175	0.00817867	0.00746805	0.00244104	99.9974	0.00260344	120	1.23E-05	0.000281538	999.945	0.0369055	798.272	28.176	7	2.4	11.4
1017	15.9056	0.745704	8.30244	0.457638	0.494218	726.249	257.846	9.99157	250.017	54.6725	65.194	0.133486	6.75997	2.96769	0.0254403	0.0168405	3.75734	6.64397	4.40819	0.214825	0.0575209	0.00814676	0.00743896	0.00243377	99.9974	0.0026042	120	1.23E-05	0.000281536	999.945	0.0370305	798.277	28.2137	7	2.4	11.4
1020	15.3529	0.743455	8.30692	0.456675	0.492953	730.214	254.433	9.9916	250.017	54.8232	65.0437	0.133132	6.76855	2.95987	0.0253731	0.0168099	3.7427	6.63192	4.3922	0.214259	0.057325	0.00811499	0.00741	0.00242653	99.9974	0.00260496	120	1.23E-05	0.000281534	999.945	0.0371559	798.282	28.2512	7	2.4	11.4
1023	14.8141	0.741212	8.31138	0.455714	0.49169	734.169	251.017	9.99164	250.017	54.9735	64.8937	0.132779	6.77711	2.95207	0.0253061	0.0167794	3.72813	6.61989	4.37627	0.213694	0.0571299	0.00808336	0.00738117	0.00241932	99.9974	0.00260572	120	1.23E-05	0.000281533	999.945	0.0372817	798.286	28.2885	7	2.4	11.4
1026	14.289	0.738974	8.31584	0.454752	0.490429	738.111	247.6	9.99167	250.017	55.1235	64.744	0.132427	6.78565	2.94429	0.0252392	0.016749	3.71363	6.60789	4.36041	0.213131	0.0569355	0.00805188	0.00735248	0.00241214	99.9974	0.00260648	120	1.23E-05	0.000281531	999.944	0.0374079	798.291	28.3258	7	2.4	11.4
1029	13.7774	0.736742	8.3203	0.453792	0.489171	742.042	244.181	9.9917	250.017	55.2732	64.5947	0.132076	6.79417	2.93652	0.0251724	0.0167186	3.69918	6.59592	4.34462	0.212568	0.0567418	0.00802054	0.00732391	0.002405	99.9974	0.00260724	120	1.23E-05	0.000281529	999.944	0.0375345	798.295	28.3628	7	2.4	11.4
1032	13.2792	0.734515	8.32474	0.452832	0.487914	745.959	240.761	9.99173	250.017	55.4226	64.4457	0.131726	6.80268	2.92876	0.0251057	0.0166884	3.68481	6.58397	4.32888	0.212007	0.0565489	0.00798934	0.00729548	0.00239789	99.9974	0.00260799	120	1.23E-05	0.000281527	999.944	0.0376615	798.3	28.3997	7	2.4	11.4
1035	12.7942	0.732294	8.32917	0.451873	0.48666	749.863	237.343	9.99176	250.017	55.5716	64.297	0.131377	6.81117	2.92103	0.0250392	0.0166581	3.6705	6.57205	4.31321	0.211447	0.0563567	0.00795829	0.00726717	0.00239081	99.9974	0.00260875	120	1.23E-05	0.000281525	999.944	0.0377889	798.304	28.4365	7	2.4	11.4
1038	12.3222	0.730079	8.3336	0.450915	0.485407	753.753	233.925	9.99179	250.017	55.7203	64.1487	0.131029	6.81964	2.9133	0.0249729	0.016628	3.65625	6.56015	4.2976	0.210888	0.0561652	0.00792737	0.00723899	0.00238376	99.9974	0.0026095	120	1.23E-05	0.000281524	999.944	0.0379168	798.309	28.4732	7	2.4	11.4
1041	11.8631	0.727869	8.33802	0.449958	0.484157	757.628	230.509	9.99182	250.017	55.8686	64.0007	0.130682	6.8281	2.9056	0.0249066	0.0165979	3.64207	6.54828	4.28206	0.21033	0.0559745	0.0078966	0.00721094	0.00237675	99.9974	0.00261026	120	1.23E-05	0.000281522	999.944	0.038045	798.313	28.5096	7	2.4	11.4
1044	11.4166	0.725665	8.34242	0.449001	0.482909	761.488	227.096	9.99185	250.017	56.0166	63.8531	0.130335	6.83653	2.89791	0.0248405	0.0165679	3.62796	6.53644	4.26657	0.209773	0.0557844	0.00786597	0.00718302	0.00236976	99.9974	0.00261101	120	1.23E-05	0.00028152	999.944	0.0381737	798.318	28.546	7	2.4	11.4
1047	10.9825	0.723467	8.34682	0.448045	0.481664	765.332	223.686	9.99188	250.017	56.1643	63.7057	0.12999	6.84495	2.89023	0.0247746	0.0165379	3.6139	6.52462	4.25115	0.209218	0.0555951	0.00783547	0.00715522	0.00236281	99.9974	0.00261176	120	1.23E-05	0.000281518	999.944	0.0383028	798.322	28.5822	7	2.4	11.4
1050	10.5607	0.721274	8.35122	0.447089	0.48042	769.159	220.28	9.99191	250.017	56.3116	63.5587	0.129646	6.85336	2.88257	0.0247088	0.016508	3.59991	6.51283	4.23579	0.208663	0.0554065	0.00780511	0.00712755	0.00235589	99.9974	0.0026125	120	1.23E-05	0.000281517	999.944	0.0384323	798.327	28.6183	7	2.4	11.4
1053	10.151	0.719087	8.3556	0.446135	0.479179	772.969	216.88	9.99194	250.016	56.4587	63.412	0.129303	6.86174	2.87493	0.0246431	0.0164782	3.58599	6.50106	4.22049	0.20811	0.0552185	0.00777489	0.00710001	0.002349	99.9974	0.00261325	120	1.23E-05	0.000281515	999.944	0.0385622	798.331	28.6542	7	2.4	11.4
1056	9.75323	0.716906	8.35997	0.445181	0.477939	776.761	213.486	9.99197	250.016	56.6054	63.2657	0.12896	6.87011	2.8673	0.0245775	0.0164484	3.57212	6.48932	4.20525	0.207558	0.0550313	0.0077448	0.00707259	0.00234215	99.9974	0.00261399	120	1.23E-05	0.000281513	999.944	0.0386926	798.335	28.69	7	2.4	11.4
1059	9.36715	0.71473	8.36434	0.444228	0.476703	780.534	210.099	9.992	250.016	56.7517	63.1197	0.128619	6.87846	2.85969	0.0245121	0.0164187	3.55832	6.47761	4.19007	0.207007	0.0548448	0.00771485	0.00704529	0.00233532	99.9974	0.00261474	120	1.23E-05	0.000281511	999.944	0.0388234	798.34	28.7256	7	2.4	11.4
1062	8.99259	0.71256	8.3687	0.443276	0.475468	784.289	206.719	9.99203	250.016	56.8978	62.974	0.128278	6.88679	2.8521	0.0244468	0.0163891	3.54458	6.46592	4.17496	0.206457	0.054659	0.00768504	0.00701811	0.00232852	99.9974	0.00261548	120	1.23E-05	0.00028151	999.944	0.0389546	798.344	28.7612	7	2.4	11.4
1065	8.62936	0.710396	8.37304	0.442324	0.474235	788.023	203.348	9.99206	250.016	57.0435	62.8286	0.127939	6.8951	2.84452	0.0243817	0.0163596	3.5309	6.45426	4.1599	0.205908	0.0544739	0.00765536	0.00699106	0.00232176	99.9974	0.00261622	120	1.23E-05	0.000281508	999.944	0.0390862	798.349	28.7965	7	2.4	11.4
1068	8.27726	0.708237	8.37738	0.441374	0.473005	791.737	199.986	9.99209	250.016	57.1889	62.6835	0.1276	6.9034	2.83695	0.0243167	0.0163301	3.51729	6.44262	4.14491	0.205361	0.0542895	0.00762581	0.00696413	0.00231502	99.9974	0.00261696	120	1.23E-05	0.000281506	999.944	0.0392182	798.353	28.8318	7	2.4	11.4
1071	7.93611	0.706084	8.38172	0.440424	0.471777	795.43	196.634	9.99212	250.016	57.3339	62.5388	0.127263	6.91168	2.8294	0.0242518	0.0163006	3.50373	6.43101	4.12997	0.204814	0.0541058	0.0075964	0.00693733	0.00230832	99.9974	0.0026177	120	1.23E-05	0.000281504	999.944	0.0393507	798.357	28.8669	7	2.4	11.4
1074	7.6057	0.703936	8.38604	0.439475	0.470551	799.101	193.293	9.99215	250.016	57.4786	62.3944	0.126926	6.91994	2.82187	0.0241871	0.0162712	3.49024	6.41942	4.11509	0.204269	0.0539227	0.00756712	0.00691064	0.00230165	99.9974	0.00261843	120	1.23E-05	0.000281503	999.943	0.0394836	798.362	28.9019	7	2.4	11.4
1077	7.28584	0.701795	8.39035	0.438527	0.469327	802.749	189.965	9.99218	250.016	57.623	62.2504	0.12659	6.92818	2.81435	0.0241225	0.0162419	3.4768	6.40786	4.10028	0.203725	0.0537404	0.00753797	0.00688407	0.002295	99.9974	0.00261917	120	1.23E-05	0.000281501	999.943	0.0396169	798.366	28.9367	7	2.4	11.4
1080	6.97634	0.699658	8.39466	0.437579	0.468106	806.375	186.649	9.99221	250.016	57.7671	62.1066	0.126256	6.93641	2.80685	0.024058	0.0162127	3.46343	6.39632	4.08552	0.203182	0.0535587	0.00750895	0.00685762	0.00228839	99.9974	0.0026199	120	1.23E-05	0.000281499	999.943	0.0397506	798.371	28.9714	7	2.4	11.4
1083	6.67698	0.697528	8.39895	0.436633	0.466886	809.976	183.347	9.99224	250.016	57.9109	61.9632	0.125922	6.94461	2.79937	0.0239937	0.0161835	3.45012	6.38481	4.07082	0.20264	0.0533777	0.00748006	0.00683129	0.0022818	99.9974	0.00262063	120	1.23E-05	0.000281498	999.943	0.0398848	798.375	29.006	7	2.4	11.4
1086	6.38759	0.695402	8.40324	0.435687	0.46567	813.553	180.059	9.99227	250.016	58.0543	61.8201	0.125589	6.9528	2.7919	0.0239295	0.0161544	3.43686	6.37333	4.05618	0.202099	0.0531974	0.0074513	0.00680508	0.00227525	99.9974	0.00262136	120	1.23E-05	0.000281496	999.943	0.0400194	798.379	29.0404	7	2.4	11.4
1089	6.10795	0.693283	8.40752	0.434742	0.464455	817.105	176.787	9.9923	250.016	58.1974	61.6774	0.125257	6.96098	2.78445	0.0238655	0.0161254	3.42367	6.36186	4.04159	0.20156	0.0530177	0.00742267	0.00677899	0.00226872	99.9974	0.00262209	120	1.23E-05	0.000281494	999.943	0.0401545	798.384	29.0747	7	2.4	11.4
1092	5.83787	0.691169	8.41179	0.433798	0.463242	820.631	173.531	9.99232	250.016	58.3402	61.5349	0.124926	6.96913	2.77701	0.0238016	0.0160964	3.41053	6.35043	4.02707	0.201021	0.0528388	0.00739416	0.00675301	0.00226222	99.9974	0.00262282	120	1.23E-05	0.000281492	999.943	0.04029	798.388	29.1089	7	2.4	11.4
1095	5.57714	0.689061	8.41605	0.432855	0.462032	824.13	170.293	9.99235	250.016	58.4826	61.3928	0.124596	6.97727	2.76959	0.0237378	0.0160674	3.39746	6.33902	4.0126	0.200484	0.0526605	0.00736579	0.00672715	0.00225576	99.9974	0.00262355	120	1.23E-05	0.000281491	999.943	0.0404259	798.392	29.1429	7	2.4	11.4
1098	5.32558	0.686958	8.4203	0.431913	0.460824	827.602	167.072	9.99238	250.016	58.6247	61.251	0.124267	6.98539	2.76218	0.0236741	0.0160386	3.38444	6.32763	3.99819	0.199948	0.0524828	0.00733754	0.0067014	0.00224932	99.9974	0.00262427	120	1.23E-05	0.000281489	999.943	0.0405622	798.397	29.1768	7	2.4	11.4
1101	5.08297	0.684861	8.42455	0.430971	0.459618	831.047	163.87	9.99241	250.016	58.7665	61.1095	0.123938	6.99349	2.75479	0.0236106	0.0160098	3.37148	6.31627	3.98384	0.199413	0.0523058	0.00730942	0.00667577	0.00224291	99.9974	0.00262499	120	1.23E-05	0.000281487	999.943	0.040699	798.401	29.2106	7	2.4	11.4
1104	4.84911	0.68277	8.42878	0.430031	0.458415	834.462	160.689	9.99244	250.016	58.908	60.9684	0.123611	7.00158	2.74741	0.0235473	0.0159811	3.35857	6.30494	3.96955	0.198879	0.0521295	0.00728142	0.00665026	0.00223653	99.9974	0.00262572	120	1.23E-05	0.000281485	999.943	0.0408362	798.405	29.2442	7	2.4	11.4
1107	4.62382	0.680684	8.43301	0.429091	0.457214	837.849	157.527	9.99246	250.016	59.0492	60.8275	0.123285	7.00964	2.74006	0.0234841	0.0159524	3.34573	6.29363	3.95531	0.198347	0.0519538	0.00725355	0.00662486	0.00223017	99.9974	0.00262644	120	1.23E-05	0.000281484	999.943	0.0409739	798.41	29.2778	7	2.4	11.4
1110	4.40688	0.678603	8.43723	0.428153	0.456015	841.205	154.388	9.99249	250.016	59.19	60.687	0.122959	7.01769	2.73271	0.023421	0.0159238	3.33294	6.28234	3.94113	0.197815	0.0517788	0.0072258	0.00659957	0.00222385	99.9974	0.00262715	120	1.23E-05	0.000281482	999.943	0.041112	798.414	29.3112	7	2.4	11.4
1113	4.19809	0.676529	8.44144	0.427215	0.454818	844.532	151.27	9.99252	250.016	59.3306	60.5468	0.122635	7.02573	2.72539	0.023358	0.0158952	3.32021	6.27108	3.927	0.197285	0.0516045	0.00719817	0.00657439	0.00221755	99.9974	0.00262787	120	1.23E-05	0.00028148	999.942	0.0412506	798.418	29.3444	7	2.4	11.4
1116	3.99727	0.67446	8.44564	0.426278	0.453624	847.826	148.176	9.99255	250.016	59.4708	60.4069	0.122311	7.03374	2.71807	0.0232952	0.0158667	3.30753	6.25984	3.91293	0.196755	0.0514307	0.00717067	0.00654933	0.00221129	99.9974	0.00262859	120	1.23E-05	0.000281478	999.942	0.0413896	798.422	29.3776	7	2.4	11.4
1119	3.8042	0.672396	8.44983	0.425342	0.452431	851.09	145.106	9.99258	250.016	59.6106	60.2674	0.121988	7.04174	2.71078	0.0232325	0.0158383	3.29491	6.24863	3.89892	0.196227	0.0512577	0.00714329	0.00652438	0.00220505	99.9974	0.0026293	120	1.23E-05	0.000281477	999.942	0.041529	798.427	29.4106	7	2.4	11.4
1122	3.61869	0.670338	8.45401	0.424407	0.451241	854.32	142.061	9.9926	250.016	59.7502	60.1281	0.121667	7.04972	2.7035	0.02317	0.01581	3.28235	6.23744	3.88496	0.1957	0.0510852	0.00711603	0.00649953	0.00219883	99.9974	0.00263001	120	1.23E-05	0.000281475	999.942	0.0416689	798.431	29.4435	7	2.4	11.4
1125	3.44055	0.668285	8.45819	0.423473	0.450054	857.518	139.042	9.99263	250.016	59.8894	59.9892	0.121346	7.05768	2.69624	0.0231076	0.0157817	3.26984	6.22628	3.87106	0.195175	0.0509134	0.0070889	0.0064748	0.00219265	99.9974	0.00263073	120	1.23E-05	0.000281473	999.942	0.0418092	798.435	29.4762	7	2.4	11.4
1128	3.26957	0.666238	8.46235	0.422539	0.448869	860.682	136.049	9.99266	250.016	60.0284	59.8506	0.121026	7.06562	2.68899	0.0230453	0.0157534	3.25739	6.21514	3.85721	0.19465	0.0507423	0.00706188	0.00645018	0.00218649	99.9974	0.00263144	120	1.23E-05	0.000281471	999.942	0.04195	798.439	29.5089	7	2.4	11.4
1131	3.10556	0.664197	8.46651	0.421607	0.447686	863.811	133.083	9.99268	250.016	60.167	59.7123	0.120707	7.07355	2.68175	0.0229832	0.0157252	3.245	6.20402	3.84342	0.194126	0.0505718	0.00703498	0.00642567	0.00218036	99.9974	0.00263214	120	1.23E-05	0.00028147	999.942	0.0420912	798.444	29.5414	7	2.4	11.4
1134	2.94833	0.662161	8.47066	0.420676	0.446505	866.906	130.146	9.99271	250.016	60.3053	59.5743	0.120388	7.08146	2.67454	0.0229212	0.0156971	3.23265	6.19293	3.82968	0.193604	0.0504019	0.0070082	0.00640127	0.00217426	99.9974	0.00263285	120	1.23E-05	0.000281468	999.942	0.0422329	798.448	29.5738	7	2.4	11.4
1137	2.79769	0.660131	8.4748	0.419745	0.445326	869.965	127.238	9.99274	250.016	60.4432	59.4367	0.120071	7.08935	2.66734	0.0228593	0.0156691	3.22037	6.18186	3.816	0.193083	0.0502326	0.00698154	0.00637697	0.00216818	99.9974	0.00263356	120	1.23E-05	0.000281466	999.942	0.042375	798.452	29.606	7	2.4	11.4
1140	2.65344	0.658106	8.47893	0.418816	0.44415	872.988	124.359	9.99276	250.016	60.5809	59.2993	0.119755	7.09722	2.66015	0.0227976	0.0156411	3.20813	6.17082	3.80237	0.192563	0.050064	0.006955	0.00635278	0.00216213	99.9974	0.00263426	120	1.23E-05	0.000281465	999.942	0.0425176	798.456	29.6382	7	2.4	11.4
