Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
1590	0.00163825	0.412477	9.0003	0.293085	0.294135	998.379	1.61935	9.99569	250.012	77.9188	41.9999	0.0813067	8.08716	1.75518	0.0150294	0.0120576	1.85799	4.75713	2.25902	0.127058	0.0306068	0.00402649	0.00368481	0.00149471	99.9973	0.0027226	120	1.23E-05	0.000281194	999.921	0.0697765	798.985	33.3315	7	2.4	11.4
1593	0.00160704	0.41119	9.00315	0.292351	0.293307	998.398	1.60007	9.99571	250.012	78.0141	41.9048	0.0811031	8.09256	1.75023	0.014987	0.0120373	1.85152	4.74914	2.25143	0.1267	0.0305089	0.00401246	0.00367204	0.00149151	99.9973	0.00272308	120	1.23E-05	0.000281192	999.921	0.0700027	798.988	33.3501	7	2.4	11.4
1596	0.00157705	0.409907	9.00599	0.291617	0.292482	998.417	1.58149	9.99572	250.012	78.1092	41.8099	0.0809001	8.09795	1.7453	0.0149447	0.0120171	1.84508	4.74117	2.24387	0.126343	0.0304115	0.00399849	0.00365931	0.00148832	99.9973	0.00272356	120	1.23E-05	0.00028119	999.92	0.0702296	798.991	33.3686	7	2.4	11.4
1599	0.00154823	0.408628	9.00883	0.290886	0.291659	998.435	1.56358	9.99573	250.012	78.2041	41.7152	0.0806977	8.10332	1.74038	0.0149025	0.0119969	1.83866	4.73321	2.23634	0.125987	0.0303143	0.00398458	0.00364664	0.00148515	99.9973	0.00272403	120	1.23E-05	0.000281188	999.92	0.0704571	798.994	33.387	7	2.4	11.4
1602	0.00152053	0.407354	9.01165	0.290156	0.290838	998.452	1.54632	9.99575	250.012	78.2987	41.6208	0.0804958	8.10868	1.73547	0.0148605	0.0119768	1.83227	4.72527	2.22884	0.125632	0.0302175	0.00397072	0.00363402	0.00148199	99.9973	0.0027245	120	1.23E-05	0.000281187	999.92	0.0706852	798.997	33.4053	7	2.4	11.4
1605	0.00149389	0.406083	9.01447	0.289427	0.290019	998.469	1.52967	9.99576	250.012	78.3931	41.5267	0.0802946	8.11402	1.73058	0.0148185	0.0119567	1.8259	4.71735	2.22137	0.125278	0.0301211	0.00395691	0.00362145	0.00147885	99.9973	0.00272497	120	1.23E-05	0.000281185	999.92	0.0709141	799	33.4236	7	2.4	11.4
1608	0.00146827	0.404817	9.01728	0.2887	0.289202	998.485	1.51362	9.99578	250.012	78.4872	41.4327	0.080094	8.11935	1.7257	0.0147767	0.0119367	1.81956	4.70944	2.21393	0.124925	0.030025	0.00394317	0.00360892	0.00147571	99.9973	0.00272544	120	1.23E-05	0.000281183	999.92	0.0711436	799.003	33.4418	7	2.4	11.4
1611	0.00144362	0.403554	9.02008	0.287974	0.288387	998.5	1.49813	9.99579	250.012	78.5811	41.339	0.079894	8.12466	1.72084	0.0147349	0.0119167	1.81325	4.70155	2.20651	0.124573	0.0299292	0.00392947	0.00359645	0.00147259	99.9973	0.00272591	120	1.23E-05	0.000281181	999.919	0.0713738	799.005	33.46	7	2.4	11.4
1614	0.00141989	0.402296	9.02288	0.287249	0.287575	998.515	1.48319	9.9958	250.012	78.6747	41.2456	0.0796946	8.12996	1.71598	0.0146933	0.0118967	1.80696	4.69368	2.19912	0.124221	0.0298337	0.00391584	0.00358403	0.00146948	99.9973	0.00272638	120	1.23E-05	0.000281179	999.919	0.0716046	799.008	33.4781	7	2.4	11.4
1617	0.00139704	0.401042	9.02567	0.286527	0.286765	998.53	1.46877	9.99582	250.012	78.7681	41.1524	0.0794957	8.13525	1.71114	0.0146518	0.0118768	1.80069	4.68582	2.19176	0.123871	0.0297386	0.00390225	0.00357166	0.00146639	99.9973	0.00272685	120	1.23E-05	0.000281177	999.919	0.0718362	799.011	33.4961	7	2.4	11.4
1620	0.00137504	0.399791	9.02845	0.285805	0.285956	998.544	1.45484	9.99583	250.012	78.8613	41.0594	0.0792975	8.14052	1.70632	0.0146104	0.0118569	1.79446	4.67798	2.18443	0.123522	0.0296439	0.00388872	0.00355934	0.0014633	99.9973	0.00272731	120	1.23E-05	0.000281175	999.919	0.0720684	799.014	33.5141	7	2.4	11.4
1623	0.00135384	0.398545	9.03122	0.285085	0.28515	998.557	1.4414	9.99584	250.012	78.9542	40.9667	0.0790999	8.14577	1.70151	0.0145692	0.0118371	1.78824	4.67016	2.17712	0.123173	0.0295494	0.00387525	0.00354707	0.00146023	99.9973	0.00272777	120	1.23E-05	0.000281173	999.919	0.0723013	799.017	33.532	7	2.4	11.4
1626	0.00133341	0.397303	9.03398	0.284367	0.284347	998.57	1.4284	9.99586	250.012	79.0469	40.8742	0.0789028	8.15101	1.69671	0.014528	0.0118173	1.78205	4.66235	2.16984	0.122826	0.0294553	0.00386183	0.00353485	0.00145717	99.9973	0.00272823	120	1.23E-05	0.000281171	999.918	0.0725348	799.019	33.5499	7	2.4	11.4
1629	0.00131371	0.396064	9.03674	0.28365	0.283545	998.583	1.41585	9.99587	250.012	79.1393	40.7819	0.0787063	8.15624	1.69192	0.0144869	0.0117976	1.77589	4.65456	2.16259	0.12248	0.0293616	0.00384846	0.00352267	0.00145413	99.9973	0.00272869	120	1.23E-05	0.000281169	999.918	0.0727691	799.022	33.5677	7	2.4	11.4
1632	0.00129471	0.39483	9.03949	0.282934	0.282745	998.595	1.40372	9.99588	250.012	79.2316	40.6899	0.0785105	8.16145	1.68714	0.014446	0.0117779	1.76975	4.64678	2.15537	0.122134	0.0292681	0.00383515	0.00351055	0.00145109	99.9973	0.00272915	120	1.23E-05	0.000281167	999.918	0.073004	799.025	33.5854	7	2.4	11.4
1635	0.00127639	0.3936	9.04223	0.28222	0.281948	998.607	1.39198	9.9959	250.012	79.3235	40.5982	0.0783152	8.16665	1.68238	0.0144052	0.0117582	1.76363	4.63903	2.14817	0.121789	0.029175	0.00382189	0.00349847	0.00144807	99.9973	0.00272961	120	1.23E-05	0.000281165	999.918	0.0732396	799.028	33.6031	7	2.4	11.4
1638	0.0012587	0.392373	9.04497	0.281508	0.281153	998.618	1.38063	9.99591	250.012	79.4153	40.5066	0.0781204	8.17184	1.67764	0.0143645	0.0117386	1.75754	4.63128	2.141	0.121446	0.0290822	0.00380868	0.00348644	0.00144506	99.9973	0.00273007	120	1.23E-05	0.000281163	999.918	0.0734759	799.031	33.6207	7	2.4	11.4
1641	0.00124162	0.391151	9.04769	0.280796	0.280359	998.629	1.36965	9.99592	250.012	79.5068	40.4153	0.0779263	8.17701	1.6729	0.0143238	0.011719	1.75147	4.62356	2.13386	0.121103	0.0289897	0.00379553	0.00347446	0.00144206	99.9973	0.00273052	120	1.23E-05	0.000281161	999.917	0.0737129	799.033	33.6382	7	2.4	11.4
1644	0.00122512	0.389932	9.05041	0.280087	0.279568	998.64	1.35903	9.99594	250.012	79.598	40.3242	0.0777328	8.18216	1.66818	0.0142834	0.0116994	1.74543	4.61585	2.12674	0.120761	0.0288976	0.00378242	0.00346253	0.00143907	99.9973	0.00273097	120	1.23E-05	0.000281159	999.917	0.0739506	799.036	33.6557	7	2.4	11.4
1647	0.00120918	0.388718	9.05312	0.279379	0.278779	998.65	1.34874	9.99595	250.012	79.6891	40.2334	0.0775398	8.1873	1.66347	0.014243	0.0116799	1.73941	4.60815	2.11966	0.12042	0.0288058	0.00376938	0.00345065	0.0014361	99.9973	0.00273143	120	1.23E-05	0.000281157	999.917	0.074189	799.039	33.6731	7	2.4	11.4
1650	0.00119378	0.387507	9.05583	0.278672	0.277993	998.66	1.33877	9.99596	250.012	79.7798	40.1428	0.0773474	8.19243	1.65877	0.0142027	0.0116605	1.73342	4.60048	2.11259	0.12008	0.0287143	0.00375638	0.00343881	0.00143313	99.9973	0.00273188	120	1.23E-05	0.000281155	999.917	0.074428	799.042	33.6905	7	2.4	11.4
1653	0.00117888	0.3863	9.05853	0.277967	0.277208	998.67	1.32911	9.99598	250.012	79.8704	40.0524	0.0771556	8.19755	1.65409	0.0141625	0.0116411	1.72745	4.59282	2.10556	0.119741	0.0286231	0.00374343	0.00342702	0.00143018	99.9973	0.00273233	120	1.23E-05	0.000281153	999.916	0.0746678	799.044	33.7078	7	2.4	11.4
1656	0.00116447	0.385097	9.06121	0.277263	0.276425	998.679	1.31975	9.99599	250.012	79.9607	39.9623	0.0769643	8.20265	1.64942	0.0141225	0.0116217	1.7215	4.58517	2.09855	0.119403	0.0285323	0.00373054	0.00341528	0.00142724	99.9973	0.00273277	120	1.23E-05	0.000281151	999.916	0.0749082	799.047	33.725	7	2.4	11.4
1659	0.00115052	0.383898	9.0639	0.27656	0.275645	998.688	1.31068	9.996	250.012	80.0508	39.8724	0.0767737	8.20773	1.64476	0.0140825	0.0116023	1.71558	4.57754	2.09157	0.119066	0.0284417	0.0037177	0.00340358	0.00142432	99.9973	0.00273322	120	1.23E-05	0.000281149	999.916	0.0751494	799.05	33.7422	7	2.4	11.4
1662	0.00113702	0.382703	9.06657	0.27586	0.274866	998.697	1.30188	9.99601	250.012	80.1407	39.7827	0.0765836	8.2128	1.64012	0.0140427	0.011583	1.70968	4.56993	2.08461	0.11873	0.0283515	0.0037049	0.00339193	0.0014214	99.9973	0.00273367	120	1.23E-05	0.000281147	999.916	0.0753912	799.053	33.7594	7	2.4	11.4
1665	0.00112395	0.381512	9.06924	0.27516	0.27409	998.706	1.29334	9.99603	250.012	80.2303	39.6933	0.076394	8.21786	1.63548	0.014003	0.0115638	1.7038	4.56233	2.07768	0.118395	0.0282616	0.00369216	0.00338033	0.0014185	99.9973	0.00273411	120	1.23E-05	0.000281145	999.916	0.0756338	799.055	33.7764	7	2.4	11.4
1668	0.00111128	0.380324	9.0719	0.274462	0.273316	998.714	1.28505	9.99604	250.012	80.3197	39.6041	0.0762051	8.2229	1.63086	0.0139634	0.0115446	1.69795	4.55475	2.07078	0.11806	0.028172	0.00367947	0.00336877	0.0014156	99.9973	0.00273455	120	1.23E-05	0.000281143	999.915	0.075877	799.058	33.7934	7	2.4	11.4
1671	0.001099	0.379141	9.07455	0.273766	0.272543	998.722	1.277	9.99605	250.012	80.4088	39.5151	0.0760166	8.22793	1.62626	0.0139239	0.0115254	1.69212	4.54718	2.0639	0.117727	0.0280827	0.00366683	0.00335726	0.00141272	99.9973	0.00273499	120	1.23E-05	0.000281141	999.915	0.076121	799.061	33.8104	7	2.4	11.4
1674	0.00108709	0.377961	9.07719	0.273071	0.271773	998.73	1.26918	9.99606	250.012	80.4978	39.4264	0.0758288	8.23295	1.62166	0.0138845	0.0115062	1.68631	4.53963	2.05704	0.117394	0.0279938	0.00365425	0.0033458	0.00140985	99.9973	0.00273543	120	1.23E-05	0.000281139	999.915	0.0763657	799.063	33.8273	7	2.4	11.4
1677	0.00107554	0.376785	9.07983	0.272377	0.271005	998.737	1.26158	9.99608	250.011	80.5865	39.3379	0.0756415	8.23795	1.61708	0.0138452	0.0114871	1.68053	4.5321	2.05022	0.117063	0.0279051	0.00364171	0.00333438	0.00140699	99.9973	0.00273587	120	1.23E-05	0.000281137	999.915	0.076611	799.066	33.8441	7	2.4	11.4
1680	0.00106432	0.375613	9.08246	0.271685	0.270239	998.745	1.25419	9.99609	250.011	80.6749	39.2496	0.0754548	8.24294	1.61251	0.013806	0.0114681	1.67477	4.52458	2.04342	0.116732	0.0278168	0.00362922	0.003323	0.00140415	99.9973	0.00273631	120	1.23E-05	0.000281135	999.915	0.0768571	799.069	33.8609	7	2.4	11.4
1683	0.00105344	0.374445	9.08509	0.270995	0.269476	998.752	1.24701	9.9961	250.011	80.7632	39.1616	0.0752687	8.24791	1.60796	0.013767	0.0114491	1.66903	4.51708	2.03664	0.116402	0.0277287	0.00361678	0.00331167	0.00140131	99.9973	0.00273674	120	1.23E-05	0.000281133	999.914	0.0771039	799.071	33.8776	7	2.4	11.4
1686	0.00104286	0.37328	9.0877	0.270306	0.268714	998.759	1.24001	9.99611	250.011	80.8512	39.0738	0.0750831	8.25287	1.60341	0.013728	0.0114301	1.66332	4.50959	2.02989	0.116073	0.027641	0.00360439	0.00330039	0.00139849	99.9973	0.00273718	120	1.23E-05	0.000281131	999.914	0.0773514	799.074	33.8943	7	2.4	11.4
1689	0.00103259	0.372119	9.09031	0.269618	0.267954	998.766	1.23321	9.99613	250.011	80.9389	38.9862	0.074898	8.25782	1.59888	0.0136892	0.0114111	1.65762	4.50212	2.02316	0.115745	0.0275536	0.00359204	0.00328915	0.00139567	99.9973	0.00273761	120	1.23E-05	0.000281129	999.914	0.0775996	799.077	33.9109	7	2.4	11.4
1692	0.0010226	0.370962	9.09291	0.268932	0.267196	998.772	1.22658	9.99614	250.011	81.0265	38.8988	0.0747135	8.26275	1.59436	0.0136504	0.0113922	1.65196	4.49466	2.01646	0.115418	0.0274665	0.00357975	0.00327795	0.00139287	99.9973	0.00273804	120	1.23E-05	0.000281127	999.914	0.0778485	799.079	33.9274	7	2.4	11.4
1695	0.00101288	0.369809	9.0955	0.268247	0.266441	998.779	1.22012	9.99615	250.011	81.1138	38.8117	0.0745296	8.26767	1.58986	0.0136118	0.0113734	1.64631	4.48722	2.00979	0.115092	0.0273796	0.00356751	0.0032668	0.00139008	99.9973	0.00273847	120	1.23E-05	0.000281125	999.913	0.0780982	799.082	33.9439	7	2.4	11.4
1698	0.00100342	0.368659	9.09809	0.267564	0.265687	998.785	1.21383	9.99616	250.011	81.2009	38.7248	0.0743462	8.27258	1.58536	0.0135732	0.0113546	1.64068	4.47979	2.00314	0.114767	0.0272931	0.00355531	0.0032557	0.0013873	99.9973	0.0027389	120	1.23E-05	0.000281123	999.913	0.0783485	799.085	33.9603	7	2.4	11.4
1701	0.00099422	0.367513	9.10067	0.266882	0.264936	998.791	1.2077	9.99618	250.011	81.2877	38.6381	0.0741634	8.27747	1.58088	0.0135348	0.0113358	1.63508	4.47239	1.99651	0.114443	0.0272069	0.00354316	0.00324464	0.00138453	99.9973	0.00273933	120	1.23E-05	0.000281121	999.913	0.0785996	799.087	33.9767	7	2.4	11.4
1704	0.000985257	0.366371	9.10324	0.266202	0.264186	998.797	1.20171	9.99619	250.011	81.3744	38.5516	0.0739811	8.28235	1.57641	0.0134965	0.011317	1.6295	4.46499	1.98991	0.114119	0.027121	0.00353107	0.00323362	0.00138177	99.9973	0.00273976	120	1.23E-05	0.000281119	999.913	0.0788514	799.09	33.993	7	2.4	11.4
1707	0.000976524	0.365233	9.1058	0.265523	0.263439	998.803	1.19587	9.9962	250.011	81.4608	38.4654	0.0737994	8.28721	1.57196	0.0134583	0.0112983	1.62394	4.45761	1.98334	0.113797	0.0270354	0.00351901	0.00322264	0.00137902	99.9973	0.00274018	120	1.23E-05	0.000281117	999.912	0.079104	799.092	34.0093	7	2.4	11.4
1710	0.000968012	0.364098	9.10836	0.264846	0.262694	998.809	1.19017	9.99621	250.011	81.547	38.3794	0.0736182	8.29206	1.56751	0.0134202	0.0112797	1.6184	4.45025	1.97678	0.113475	0.0269501	0.00350701	0.00321171	0.00137629	99.9973	0.00274061	120	1.23E-05	0.000281115	999.912	0.0793572	799.095	34.0255	7	2.4	11.4
1713	0.000959712	0.362967	9.11091	0.26417	0.26195	998.814	1.18461	9.99622	250.011	81.6329	38.2936	0.0734375	8.2969	1.56308	0.0133822	0.011261	1.61289	4.4429	1.97026	0.113154	0.0268651	0.00349505	0.00320082	0.00137356	99.9973	0.00274103	120	1.23E-05	0.000281113	999.912	0.0796112	799.098	34.0417	7	2.4	11.4
1716	0.000951614	0.36184	9.11346	0.263495	0.261209	998.82	1.17917	9.99624	250.011	81.7187	38.2081	0.0732574	8.30172	1.55866	0.0133443	0.0112425	1.6074	4.43557	1.96375	0.112834	0.0267804	0.00348314	0.00318998	0.00137085	99.9973	0.00274145	120	1.23E-05	0.000281111	999.912	0.0798659	799.1	34.0578	7	2.4	11.4
1719	0.000943712	0.360716	9.11599	0.262822	0.26047	998.825	1.17385	9.99625	250.011	81.8042	38.1228	0.0730778	8.30653	1.55425	0.0133065	0.0112239	1.60193	4.42825	1.95728	0.112515	0.026696	0.00347128	0.00317917	0.00136814	99.9973	0.00274187	120	1.23E-05	0.000281109	999.912	0.0801213	799.103	34.0738	7	2.4	11.4
1722	0.000935995	0.359596	9.11852	0.262151	0.259733	998.83	1.16865	9.99626	250.011	81.8895	38.0376	0.0728988	8.31133	1.54986	0.0132688	0.0112054	1.59648	4.42095	1.95082	0.112197	0.0266118	0.00345947	0.00316841	0.00136545	99.9973	0.00274229	120	1.23E-05	0.000281107	999.911	0.0803775	799.105	34.0898	7	2.4	11.4
1725	0.000928458	0.35848	9.12104	0.261481	0.258997	998.836	1.16356	9.99627	250.011	81.9745	37.9528	0.0727203	8.31611	1.54548	0.0132313	0.0111869	1.59105	4.41366	1.94439	0.11188	0.026528	0.0034477	0.00315769	0.00136276	99.9973	0.00274271	120	1.23E-05	0.000281104	999.911	0.0806344	799.108	34.1058	7	2.4	11.4
1728	0.000921092	0.357367	9.12356	0.260812	0.258264	998.84	1.15858	9.99628	250.011	82.0594	37.8681	0.0725424	8.32088	1.54111	0.0131938	0.0111685	1.58564	4.40639	1.93799	0.111564	0.0264445	0.00343597	0.00314702	0.00136009	99.9973	0.00274312	120	1.23E-05	0.000281102	999.911	0.0808921	799.11	34.1216	7	2.4	11.4
1731	0.000913891	0.356258	9.12606	0.260145	0.257533	998.845	1.15371	9.99629	250.011	82.144	37.7837	0.0723649	8.32564	1.53675	0.0131564	0.0111501	1.58025	4.39913	1.9316	0.111248	0.0263612	0.0034243	0.00313639	0.00135743	99.9973	0.00274354	120	1.23E-05	0.0002811	999.911	0.0811504	799.113	34.1375	7	2.4	11.4
1734	0.000906848	0.355153	9.12856	0.25948	0.256804	998.85	1.14893	9.99631	250.011	82.2284	37.6995	0.0721881	8.33039	1.5324	0.0131192	0.0111317	1.57489	4.39189	1.92524	0.110934	0.0262783	0.00341267	0.00312579	0.00135478	99.9973	0.00274395	120	1.23E-05	0.000281098	999.91	0.0814096	799.115	34.1532	7	2.4	11.4
1737	0.000899957	0.354051	9.13106	0.258815	0.256077	998.855	1.14425	9.99632	250.011	82.3125	37.6155	0.0720117	8.33512	1.52807	0.013082	0.0111134	1.56955	4.38466	1.91891	0.11062	0.0261956	0.00340108	0.00311524	0.00135214	99.9973	0.00274436	120	1.23E-05	0.000281096	999.91	0.0816694	799.118	34.169	7	2.4	11.4
1740	0.000893211	0.352952	9.13354	0.258153	0.255352	998.859	1.13966	9.99633	250.011	82.3965	37.5317	0.0718359	8.33983	1.52375	0.013045	0.0110951	1.56422	4.37745	1.9126	0.110307	0.0261132	0.00338954	0.00310474	0.00134951	99.9973	0.00274477	120	1.23E-05	0.000281094	999.91	0.08193	799.12	34.1846	7	2.4	11.4
1743	0.000886606	0.351858	9.13602	0.257491	0.254629	998.864	1.13516	9.99634	250.011	82.4802	37.4481	0.0716606	8.34454	1.51944	0.013008	0.0110769	1.55892	4.37026	1.90631	0.109995	0.0260311	0.00337805	0.00309427	0.00134689	99.9973	0.00274518	120	1.23E-05	0.000281092	999.91	0.0821913	799.123	34.2003	7	2.4	11.4
1746	0.000880135	0.350767	9.13849	0.256832	0.253907	998.868	1.13075	9.99635	250.011	82.5637	37.3648	0.0714858	8.34923	1.51514	0.0129712	0.0110587	1.55364	4.36307	1.90005	0.109684	0.0259493	0.0033666	0.00308384	0.00134427	99.9973	0.00274559	120	1.23E-05	0.00028109	999.909	0.0824534	799.126	34.2158	7	2.4	11.4
1749	0.000873794	0.349679	9.14096	0.256173	0.253188	998.873	1.12642	9.99636	250.011	82.647	37.2817	0.0713116	8.3539	1.51085	0.0129345	0.0110405	1.54838	4.35591	1.8938	0.109374	0.0258678	0.00335519	0.00307346	0.00134167	99.9973	0.002746	120	1.23E-05	0.000281088	999.909	0.0827163	799.128	34.2313	7	2.4	11.4
1752	0.000867577	0.348595	9.14342	0.255516	0.252471	998.877	1.12216	9.99638	250.011	82.7301	37.1988	0.0711378	8.35857	1.50658	0.0128978	0.0110224	1.54314	4.34876	1.88759	0.109065	0.0257865	0.00334383	0.00306311	0.00133908	99.9973	0.0027464	120	1.23E-05	0.000281086	999.909	0.0829799	799.131	34.2468	7	2.4	11.4
1755	0.000861479	0.347514	9.14587	0.254861	0.251756	998.881	1.11798	9.99639	250.011	82.8129	37.1161	0.0709646	8.36322	1.50232	0.0128613	0.0110043	1.53792	4.34162	1.88139	0.108756	0.0257056	0.00333252	0.00305281	0.0013365	99.9973	0.00274681	120	1.23E-05	0.000281084	999.909	0.0832442	799.133	34.2622	7	2.4	11.4
1758	0.000855496	0.346438	9.14831	0.254207	0.251043	998.885	1.11387	9.9964	250.011	82.8955	37.0337	0.070792	8.36786	1.49807	0.0128249	0.0109863	1.53272	4.3345	1.87522	0.108449	0.0256249	0.00332125	0.00304254	0.00133393	99.9973	0.00274721	120	1.23E-05	0.000281082	999.909	0.0835093	799.135	34.2775	7	2.4	11.4
1761	0.000849624	0.345364	9.15075	0.253554	0.250331	998.889	1.10984	9.99641	250.011	82.978	36.9514	0.0706198	8.37248	1.49383	0.0127885	0.0109682	1.52754	4.32739	1.86907	0.108142	0.0255445	0.00331002	0.00303232	0.00133138	99.9973	0.00274761	120	1.23E-05	0.00028108	999.908	0.0837751	799.138	34.2928	7	2.4	11.4
1764	0.000843859	0.344294	9.15318	0.252903	0.249622	998.893	1.10586	9.99642	250.011	83.0602	36.8694	0.0704482	8.37709	1.48961	0.0127523	0.0109503	1.52239	4.3203	1.86294	0.107836	0.0254644	0.00329884	0.00302214	0.00132883	99.9973	0.00274801	120	1.23E-05	0.000281077	999.908	0.0840417	799.14	34.3081	7	2.4	11.4
1767	0.000838195	0.343228	9.1556	0.252254	0.248915	998.897	1.10196	9.99643	250.011	83.1421	36.7876	0.070277	8.38169	1.48539	0.0127162	0.0109323	1.51725	4.31322	1.85684	0.107531	0.0253845	0.0032877	0.00301199	0.00132629	99.9973	0.00274841	120	1.23E-05	0.000281075	999.908	0.0843091	799.143	34.3233	7	2.4	11.4
1770	0.00083263	0.342165	9.15802	0.251605	0.24821	998.901	1.09811	9.99644	250.011	83.2239	36.706	0.0701064	8.38628	1.48119	0.0126802	0.0109144	1.51213	4.30615	1.85076	0.107227	0.025305	0.0032766	0.00300189	0.00132376	99.9973	0.00274881	120	1.23E-05	0.000281073	999.908	0.0845772	799.145	34.3384	7	2.4	11.4
1773	0.00082716	0.341105	9.16043	0.250959	0.247506	998.905	1.09433	9.99645	250.011	83.3054	36.6246	0.0699363	8.39085	1.477	0.0126442	0.0108965	1.50703	4.29911	1.8447	0.106924	0.0252257	0.00326555	0.00299182	0.00132124	99.9973	0.00274921	120	1.23E-05	0.000281071	999.907	0.084846	799.148	34.3535	7	2.4	11.4
1776	0.000821782	0.340049	9.16283	0.250313	0.246805	998.909	1.0906	9.99646	250.011	83.3868	36.5435	0.0697668	8.39541	1.47282	0.0126084	0.0108787	1.50195	4.29207	1.83867	0.106621	0.0251467	0.00325454	0.0029818	0.00131873	99.9973	0.0027496	120	1.23E-05	0.000281069	999.907	0.0851157	799.15	34.3686	7	2.4	11.4
1779	0.000816491	0.338997	9.16523	0.24967	0.246105	998.912	1.08693	9.99648	250.011	83.4679	36.4625	0.0695977	8.39996	1.46866	0.0125727	0.0108609	1.4969	4.28505	1.83265	0.106319	0.0250679	0.00324358	0.00297181	0.00131623	99.9973	0.00275	120	1.23E-05	0.000281067	999.907	0.0853861	799.153	34.3836	7	2.4	11.4
1782	0.000811286	0.337948	9.16762	0.249027	0.245408	998.916	1.08331	9.99649	250.011	83.5488	36.3818	0.0694291	8.40449	1.4645	0.0125371	0.0108432	1.49186	4.27805	1.82666	0.106019	0.0249895	0.00323265	0.00296187	0.00131373	99.9972	0.00275039	120	1.23E-05	0.000281065	999.907	0.0856572	799.155	34.3985	7	2.4	11.4
1785	0.000806162	0.336902	9.17	0.248386	0.244712	998.919	1.07974	9.9965	250.011	83.6295	36.3013	0.0692611	8.40901	1.46036	0.0125016	0.0108254	1.48684	4.27106	1.82069	0.105719	0.0249113	0.00322177	0.00295196	0.00131125	99.9972	0.00275078	120	1.23E-05	0.000281063	999.906	0.0859292	799.157	34.4134	7	2.4	11.4
1788	0.000801118	0.33586	9.17237	0.247747	0.244019	998.923	1.07622	9.99651	250.011	83.7099	36.221	0.0690935	8.41352	1.45623	0.0124662	0.0108078	1.48184	4.26408	1.81474	0.10542	0.0248334	0.00321093	0.00294209	0.00130878	99.9972	0.00275117	120	1.23E-05	0.00028106	999.906	0.0862019	799.16	34.4283	7	2.4	11.4
1791	0.00079615	0.334821	9.17474	0.247109	0.243327	998.926	1.07274	9.99652	250.011	83.7902	36.1409	0.0689265	8.41802	1.45211	0.0124308	0.0107901	1.47686	4.25712	1.80882	0.105122	0.0247557	0.00320014	0.00293226	0.00130632	99.9972	0.00275156	120	1.23E-05	0.000281058	999.906	0.0864753	799.162	34.443	7	2.4	11.4
1794	0.000791255	0.333785	9.17711	0.246472	0.242637	998.93	1.06932	9.99653	250.011	83.8702	36.061	0.0687599	8.4225	1.448	0.0123956	0.0107725	1.4719	4.25017	1.80292	0.104824	0.0246783	0.00318938	0.00292246	0.00130387	99.9972	0.00275195	120	1.23E-05	0.000281056	999.906	0.0867496	799.165	34.4578	7	2.4	11.4
1797	0.000786432	0.332753	9.17946	0.245837	0.241949	998.933	1.06593	9.99654	250.011	83.9501	35.9813	0.0685939	8.42697	1.4439	0.0123605	0.0107549	1.46696	4.24324	1.79704	0.104528	0.0246012	0.00317867	0.00291271	0.00130143	99.9972	0.00275233	120	1.23E-05	0.000281054	999.905	0.0870246	799.167	34.4725	7	2.4	11.4
1800	0.000781677	0.331725	9.18181	0.245203	0.241263	998.937	1.06259	9.99655	250.011	84.0297	35.9019	0.0684284	8.43143	1.43982	0.0123255	0.0107374	1.46204	4.23632	1.79118	0.104232	0.0245244	0.003168	0.00290299	0.00129899	99.9972	0.00275272	120	1.23E-05	0.000281052	999.905	0.0873004	799.169	34.4871	7	2.4	11.4
